,act,nalu,arch,lossf,lr,epoch,batch,h1,h2,seed,exp,op,init,loss,cost,fpref,fposop,flr,fmaxstep,fbatch,fcell,farch,fact,floss,fh1,fh2,fseed,fsr,fmean,fstd,fig,fim,fiw,fsg,fsm,fsw,flwt,fwcext,fname
0,none,NALUi,nalu,rsme,0.01,200,64,2,1,118,int,SUB,1.0-1.0,158.19849,"158.19849
",results/nalu,orgSUB,0.01,100000,64,['NALUi'],['NALU'],['none'],['rsme'],2,1,118,False,1.0,1.0,-1.0,1.0,0.0,0.1,0.1,0.1,False,True.int.csv,results/nalu_orgSUB_0.01_100000_64_['NALUi']_['NALU']_['none']_['rsme']_2_1_118_False_1.0-1.0_-1.0-1.0-0.0_0.1-0.1-0.1_False_True.int.csv
1,none,NALUi,nalu,rsme,0.01,200,64,2,1,101,ext,ADD,1.0-1.0,7100.712,"7100.712
",results/nalu,orgADD,0.01,100000,64,['NALUi'],['NALU'],['none'],['rsme'],2,1,101,False,1.0,1.0,-1.0,1.0,-1.0,0.1,0.1,0.1,False,True.ext.csv,results/nalu_orgADD_0.01_100000_64_['NALUi']_['NALU']_['none']_['rsme']_2_1_101_False_1.0-1.0_-1.0-1.0--1.0_0.1-0.1-0.1_False_True.ext.csv
2,none,NALUi,nalu,rsme,0.01,200,64,2,1,109,ext,DIV,1.0-1.0,919799330000.0,"919799330000.0
",results/nalu,orgDIV,0.01,100000,64,['NALUi'],['NALU'],['none'],['rsme'],2,1,109,False,1.0,1.0,0.0,1.0,-1.0,0.1,0.1,0.1,False,True.ext.csv,results/nalu_orgDIV_0.01_100000_64_['NALUi']_['NALU']_['none']_['rsme']_2_1_109_False_1.0-1.0_0.0-1.0--1.0_0.1-0.1-0.1_False_True.ext.csv
3,none,NALUi,nalu,rsme,0.01,200,64,2,1,106,int,SUB,1.0-1.0,0.00051895203,"0.00051895203
",results/nalu,orgSUB,0.01,100000,64,['NALUi'],['NALU'],['none'],['rsme'],2,1,106,False,1.0,1.0,0.0,1.0,0.0,0.5,0.5,0.5,False,True.int.csv,results/nalu_orgSUB_0.01_100000_64_['NALUi']_['NALU']_['none']_['rsme']_2_1_106_False_1.0-1.0_0.0-1.0-0.0_0.5-0.5-0.5_False_True.int.csv
4,none,NALUi,nalu,rsme,0.01,200,64,2,1,116,int,SUB,1.0-1.0,8.5065743e-10,"8.5065743e-10
",results/nalu,orgSUB,0.01,100000,64,['NALUi'],['NALU'],['none'],['rsme'],2,1,116,False,1.0,1.0,0.0,0.0,1.0,0.1,0.1,0.1,False,True.int.csv,results/nalu_orgSUB_0.01_100000_64_['NALUi']_['NALU']_['none']_['rsme']_2_1_116_False_1.0-1.0_0.0-0.0-1.0_0.1-0.1-0.1_False_True.int.csv
5,none,NALUi,nalu,rsme,0.01,200,64,2,1,117,ext,ADD,1.0-1.0,8000.2505,"8000.2505
",results/nalu,orgADD,0.01,100000,64,['NALUi'],['NALU'],['none'],['rsme'],2,1,117,False,1.0,1.0,0.0,1.0,-1.0,0.1,0.1,0.1,False,True.ext.csv,results/nalu_orgADD_0.01_100000_64_['NALUi']_['NALU']_['none']_['rsme']_2_1_117_False_1.0-1.0_0.0-1.0--1.0_0.1-0.1-0.1_False_True.ext.csv
6,none,NALUi,nalu,rsme,0.01,200,64,2,1,116,ext,DIV,1.0-1.0,7953.665,"7953.665
",results/nalu,orgDIV,0.01,100000,64,['NALUi'],['NALU'],['none'],['rsme'],2,1,116,False,1.0,1.0,-1.0,-1.0,1.0,0.5,0.5,0.5,False,True.ext.csv,results/nalu_orgDIV_0.01_100000_64_['NALUi']_['NALU']_['none']_['rsme']_2_1_116_False_1.0-1.0_-1.0--1.0-1.0_0.5-0.5-0.5_False_True.ext.csv
7,none,NALUi,nalu,rsme,0.01,200,64,2,1,113,ext,MUL,1.0-1.0,15000265.0,"15000265.0
",results/nalu,orgMUL,0.01,100000,64,['NALUi'],['NALU'],['none'],['rsme'],2,1,113,False,1.0,1.0,1.0,0.0,0.0,0.5,0.5,0.5,False,True.ext.csv,results/nalu_orgMUL_0.01_100000_64_['NALUi']_['NALU']_['none']_['rsme']_2_1_113_False_1.0-1.0_1.0-0.0-0.0_0.5-0.5-0.5_False_True.ext.csv
8,none,NALUi,nalu,rsme,0.01,200,64,2,1,110,int,SUB,1.0-1.0,55.80273,"55.80273
",results/nalu,orgSUB,0.01,100000,64,['NALUi'],['NALU'],['none'],['rsme'],2,1,110,False,1.0,1.0,1.0,1.0,-1.0,0.1,0.1,0.1,False,True.int.csv,results/nalu_orgSUB_0.01_100000_64_['NALUi']_['NALU']_['none']_['rsme']_2_1_110_False_1.0-1.0_1.0-1.0--1.0_0.1-0.1-0.1_False_True.int.csv
9,none,NALUi,nalu,rsme,0.01,200,64,2,1,101,int,DIV,1.0-1.0,7702620000.0,"7702620000.0
",results/nalu,orgDIV,0.01,100000,64,['NALUi'],['NALU'],['none'],['rsme'],2,1,101,False,1.0,1.0,1.0,0.0,-1.0,0.5,0.5,0.5,False,True.int.csv,results/nalu_orgDIV_0.01_100000_64_['NALUi']_['NALU']_['none']_['rsme']_2_1_101_False_1.0-1.0_1.0-0.0--1.0_0.5-0.5-0.5_False_True.int.csv
10,none,NALUi,nalu,rsme,0.01,200,64,2,1,111,int,DIV,1.0-1.0,4776.0884,"4776.0884
",results/nalu,orgDIV,0.01,100000,64,['NALUi'],['NALU'],['none'],['rsme'],2,1,111,False,1.0,1.0,0.0,1.0,-1.0,0.5,0.5,0.5,False,True.int.csv,results/nalu_orgDIV_0.01_100000_64_['NALUi']_['NALU']_['none']_['rsme']_2_1_111_False_1.0-1.0_0.0-1.0--1.0_0.5-0.5-0.5_False_True.int.csv
11,none,NALUi,nalu,rsme,0.01,200,64,2,1,107,ext,DIV,1.0-1.0,5009.508,"5009.508
",results/nalu,orgDIV,0.01,100000,64,['NALUi'],['NALU'],['none'],['rsme'],2,1,107,False,1.0,1.0,0.0,-1.0,0.0,0.1,0.1,0.1,False,True.ext.csv,results/nalu_orgDIV_0.01_100000_64_['NALUi']_['NALU']_['none']_['rsme']_2_1_107_False_1.0-1.0_0.0--1.0-0.0_0.1-0.1-0.1_False_True.ext.csv
12,none,NALUi,nalu,rsme,0.01,200,64,2,1,109,int,ADD,1.0-1.0,1.5422917e-10,"1.5422917e-10
",results/nalu,orgADD,0.01,100000,64,['NALUi'],['NALU'],['none'],['rsme'],2,1,109,False,1.0,1.0,0.0,-1.0,0.0,0.1,0.1,0.1,False,True.int.csv,results/nalu_orgADD_0.01_100000_64_['NALUi']_['NALU']_['none']_['rsme']_2_1_109_False_1.0-1.0_0.0--1.0-0.0_0.1-0.1-0.1_False_True.int.csv
13,none,NALUi,nalu,rsme,0.01,200,64,2,1,114,int,ADD,1.0-1.0,59.589264,"59.589264
",results/nalu,orgADD,0.01,100000,64,['NALUi'],['NALU'],['none'],['rsme'],2,1,114,False,1.0,1.0,-1.0,0.0,-1.0,0.5,0.5,0.5,False,True.int.csv,results/nalu_orgADD_0.01_100000_64_['NALUi']_['NALU']_['none']_['rsme']_2_1_114_False_1.0-1.0_-1.0-0.0--1.0_0.5-0.5-0.5_False_True.int.csv
14,none,NALUi,nalu,rsme,0.01,200,64,2,1,119,ext,MUL,1.0-1.0,0.00015366319,"0.00015366319
",results/nalu,orgMUL,0.01,100000,64,['NALUi'],['NALU'],['none'],['rsme'],2,1,119,False,1.0,1.0,1.0,0.0,0.0,0.5,0.5,0.5,False,True.ext.csv,results/nalu_orgMUL_0.01_100000_64_['NALUi']_['NALU']_['none']_['rsme']_2_1_119_False_1.0-1.0_1.0-0.0-0.0_0.5-0.5-0.5_False_True.ext.csv
15,none,NALUi,nalu,rsme,0.01,200,64,2,1,116,int,MUL,1.0-1.0,1.0287387e-08,"1.0287387e-08
",results/nalu,orgMUL,0.01,100000,64,['NALUi'],['NALU'],['none'],['rsme'],2,1,116,False,1.0,1.0,1.0,0.0,1.0,0.1,0.1,0.1,False,True.int.csv,results/nalu_orgMUL_0.01_100000_64_['NALUi']_['NALU']_['none']_['rsme']_2_1_116_False_1.0-1.0_1.0-0.0-1.0_0.1-0.1-0.1_False_True.int.csv
16,none,NALUi,nalu,rsme,0.01,200,64,2,1,119,ext,DIV,1.0-1.0,4902536300000.0,"4902536300000.0
",results/nalu,orgDIV,0.01,100000,64,['NALUi'],['NALU'],['none'],['rsme'],2,1,119,False,1.0,1.0,1.0,1.0,-1.0,0.1,0.1,0.1,False,True.ext.csv,results/nalu_orgDIV_0.01_100000_64_['NALUi']_['NALU']_['none']_['rsme']_2_1_119_False_1.0-1.0_1.0-1.0--1.0_0.1-0.1-0.1_False_True.ext.csv
17,none,NALUi,nalu,rsme,0.01,200,64,2,1,113,ext,SUB,1.0-1.0,1.2388127e-09,"1.2388127e-09
",results/nalu,orgSUB,0.01,100000,64,['NALUi'],['NALU'],['none'],['rsme'],2,1,113,False,1.0,1.0,-1.0,-1.0,-1.0,0.1,0.1,0.1,False,True.ext.csv,results/nalu_orgSUB_0.01_100000_64_['NALUi']_['NALU']_['none']_['rsme']_2_1_113_False_1.0-1.0_-1.0--1.0--1.0_0.1-0.1-0.1_False_True.ext.csv
18,none,NALUi,nalu,rsme,0.01,200,64,2,1,113,int,SUB,1.0-1.0,1.7360667e-12,"1.7360667e-12
",results/nalu,orgSUB,0.01,100000,64,['NALUi'],['NALU'],['none'],['rsme'],2,1,113,False,1.0,1.0,1.0,-1.0,1.0,0.1,0.1,0.1,False,True.int.csv,results/nalu_orgSUB_0.01_100000_64_['NALUi']_['NALU']_['none']_['rsme']_2_1_113_False_1.0-1.0_1.0--1.0-1.0_0.1-0.1-0.1_False_True.int.csv
19,none,NALUi,nalu,rsme,0.01,200,64,2,1,104,int,DIV,1.0-1.0,11086.954,"11086.954
",results/nalu,orgDIV,0.01,100000,64,['NALUi'],['NALU'],['none'],['rsme'],2,1,104,False,1.0,1.0,0.0,0.0,1.0,0.1,0.1,0.1,False,True.int.csv,results/nalu_orgDIV_0.01_100000_64_['NALUi']_['NALU']_['none']_['rsme']_2_1_104_False_1.0-1.0_0.0-0.0-1.0_0.1-0.1-0.1_False_True.int.csv
20,none,NALUi,nalu,rsme,0.01,200,64,2,1,117,ext,DIV,1.0-1.0,36685.465,"36685.465
",results/nalu,orgDIV,0.01,100000,64,['NALUi'],['NALU'],['none'],['rsme'],2,1,117,False,1.0,1.0,-1.0,1.0,1.0,0.5,0.5,0.5,False,True.ext.csv,results/nalu_orgDIV_0.01_100000_64_['NALUi']_['NALU']_['none']_['rsme']_2_1_117_False_1.0-1.0_-1.0-1.0-1.0_0.5-0.5-0.5_False_True.ext.csv
21,none,NALUi,nalu,rsme,0.01,200,64,2,1,105,ext,MUL,1.0-1.0,11229660.0,"11229660.0
",results/nalu,orgMUL,0.01,100000,64,['NALUi'],['NALU'],['none'],['rsme'],2,1,105,False,1.0,1.0,0.0,-1.0,0.0,0.5,0.5,0.5,False,True.ext.csv,results/nalu_orgMUL_0.01_100000_64_['NALUi']_['NALU']_['none']_['rsme']_2_1_105_False_1.0-1.0_0.0--1.0-0.0_0.5-0.5-0.5_False_True.ext.csv
22,none,NALUi,nalu,rsme,0.01,200,64,2,1,107,int,DIV,1.0-1.0,45333.83,"45333.83
",results/nalu,orgDIV,0.01,100000,64,['NALUi'],['NALU'],['none'],['rsme'],2,1,107,False,1.0,1.0,-1.0,0.0,-1.0,0.5,0.5,0.5,False,True.int.csv,results/nalu_orgDIV_0.01_100000_64_['NALUi']_['NALU']_['none']_['rsme']_2_1_107_False_1.0-1.0_-1.0-0.0--1.0_0.5-0.5-0.5_False_True.int.csv
23,none,NALUi,nalu,rsme,0.01,200,64,2,1,110,ext,SUB,1.0-1.0,93219350000.0,"93219350000.0
",results/nalu,orgSUB,0.01,100000,64,['NALUi'],['NALU'],['none'],['rsme'],2,1,110,False,1.0,1.0,-1.0,1.0,1.0,0.1,0.1,0.1,False,True.ext.csv,results/nalu_orgSUB_0.01_100000_64_['NALUi']_['NALU']_['none']_['rsme']_2_1_110_False_1.0-1.0_-1.0-1.0-1.0_0.1-0.1-0.1_False_True.ext.csv
24,none,NALUi,nalu,rsme,0.01,200,64,2,1,100,int,DIV,1.0-1.0,354.13806,"354.13806
",results/nalu,orgDIV,0.01,100000,64,['NALUi'],['NALU'],['none'],['rsme'],2,1,100,False,1.0,1.0,-1.0,1.0,0.0,0.1,0.1,0.1,False,True.int.csv,results/nalu_orgDIV_0.01_100000_64_['NALUi']_['NALU']_['none']_['rsme']_2_1_100_False_1.0-1.0_-1.0-1.0-0.0_0.1-0.1-0.1_False_True.int.csv
25,none,NALUi,nalu,rsme,0.01,200,64,2,1,107,int,ADD,1.0-1.0,1.1294718e-11,"1.1294718e-11
",results/nalu,orgADD,0.01,100000,64,['NALUi'],['NALU'],['none'],['rsme'],2,1,107,False,1.0,1.0,1.0,-1.0,0.0,0.1,0.1,0.1,False,True.int.csv,results/nalu_orgADD_0.01_100000_64_['NALUi']_['NALU']_['none']_['rsme']_2_1_107_False_1.0-1.0_1.0--1.0-0.0_0.1-0.1-0.1_False_True.int.csv
26,none,NALUi,nalu,rsme,0.01,200,64,2,1,115,int,SUB,1.0-1.0,1.2411908e-11,"1.2411908e-11
",results/nalu,orgSUB,0.01,100000,64,['NALUi'],['NALU'],['none'],['rsme'],2,1,115,False,1.0,1.0,-1.0,-1.0,-1.0,0.5,0.5,0.5,False,True.int.csv,results/nalu_orgSUB_0.01_100000_64_['NALUi']_['NALU']_['none']_['rsme']_2_1_115_False_1.0-1.0_-1.0--1.0--1.0_0.5-0.5-0.5_False_True.int.csv
27,none,NALUi,nalu,rsme,0.01,200,64,2,1,118,int,ADD,1.0-1.0,59.449173,"59.449173
",results/nalu,orgADD,0.01,100000,64,['NALUi'],['NALU'],['none'],['rsme'],2,1,118,False,1.0,1.0,0.0,1.0,0.0,0.1,0.1,0.1,False,True.int.csv,results/nalu_orgADD_0.01_100000_64_['NALUi']_['NALU']_['none']_['rsme']_2_1_118_False_1.0-1.0_0.0-1.0-0.0_0.1-0.1-0.1_False_True.int.csv
28,none,NALUi,nalu,rsme,0.01,200,64,2,1,106,int,SUB,1.0-1.0,6.2797933,"6.2797933
",results/nalu,orgSUB,0.01,100000,64,['NALUi'],['NALU'],['none'],['rsme'],2,1,106,False,1.0,1.0,0.0,1.0,0.0,0.1,0.1,0.1,False,True.int.csv,results/nalu_orgSUB_0.01_100000_64_['NALUi']_['NALU']_['none']_['rsme']_2_1_106_False_1.0-1.0_0.0-1.0-0.0_0.1-0.1-0.1_False_True.int.csv
29,none,NALUi,nalu,rsme,0.01,200,64,2,1,118,ext,ADD,1.0-1.0,2.2204412e-10,"2.2204412e-10
",results/nalu,orgADD,0.01,100000,64,['NALUi'],['NALU'],['none'],['rsme'],2,1,118,False,1.0,1.0,1.0,-1.0,1.0,0.5,0.5,0.5,False,True.ext.csv,results/nalu_orgADD_0.01_100000_64_['NALUi']_['NALU']_['none']_['rsme']_2_1_118_False_1.0-1.0_1.0--1.0-1.0_0.5-0.5-0.5_False_True.ext.csv
30,none,NALUi,nalu,rsme,0.01,200,64,2,1,101,int,DIV,1.0-1.0,7702601700.0,"7702601700.0
",results/nalu,orgDIV,0.01,100000,64,['NALUi'],['NALU'],['none'],['rsme'],2,1,101,False,1.0,1.0,-1.0,-1.0,1.0,0.5,0.5,0.5,False,True.int.csv,results/nalu_orgDIV_0.01_100000_64_['NALUi']_['NALU']_['none']_['rsme']_2_1_101_False_1.0-1.0_-1.0--1.0-1.0_0.5-0.5-0.5_False_True.int.csv
31,none,NALUi,nalu,rsme,0.01,200,64,2,1,103,ext,ADD,1.0-1.0,2.2761079e-10,"2.2761079e-10
",results/nalu,orgADD,0.01,100000,64,['NALUi'],['NALU'],['none'],['rsme'],2,1,103,False,1.0,1.0,0.0,-1.0,1.0,0.5,0.5,0.5,False,True.ext.csv,results/nalu_orgADD_0.01_100000_64_['NALUi']_['NALU']_['none']_['rsme']_2_1_103_False_1.0-1.0_0.0--1.0-1.0_0.5-0.5-0.5_False_True.ext.csv
32,none,NALUi,nalu,rsme,0.01,200,64,2,1,105,ext,SUB,1.0-1.0,7235.1753,"7235.1753
",results/nalu,orgSUB,0.01,100000,64,['NALUi'],['NALU'],['none'],['rsme'],2,1,105,False,1.0,1.0,-1.0,0.0,-1.0,0.5,0.5,0.5,False,True.ext.csv,results/nalu_orgSUB_0.01_100000_64_['NALUi']_['NALU']_['none']_['rsme']_2_1_105_False_1.0-1.0_-1.0-0.0--1.0_0.5-0.5-0.5_False_True.ext.csv
33,none,NALUi,nalu,rsme,0.01,200,64,2,1,107,int,ADD,1.0-1.0,1.8901152e-12,"1.8901152e-12
",results/nalu,orgADD,0.01,100000,64,['NALUi'],['NALU'],['none'],['rsme'],2,1,107,False,1.0,1.0,1.0,-1.0,1.0,0.5,0.5,0.5,False,True.int.csv,results/nalu_orgADD_0.01_100000_64_['NALUi']_['NALU']_['none']_['rsme']_2_1_107_False_1.0-1.0_1.0--1.0-1.0_0.5-0.5-0.5_False_True.int.csv
34,none,NALUi,nalu,rsme,0.01,200,64,2,1,107,ext,SUB,1.0-1.0,1.9648741e-08,"1.9648741e-08
",results/nalu,orgSUB,0.01,100000,64,['NALUi'],['NALU'],['none'],['rsme'],2,1,107,False,1.0,1.0,-1.0,-1.0,0.0,0.5,0.5,0.5,False,True.ext.csv,results/nalu_orgSUB_0.01_100000_64_['NALUi']_['NALU']_['none']_['rsme']_2_1_107_False_1.0-1.0_-1.0--1.0-0.0_0.5-0.5-0.5_False_True.ext.csv
35,none,NALUi,nalu,rsme,0.01,200,64,2,1,114,ext,MUL,1.0-1.0,10939444.0,"10939444.0
",results/nalu,orgMUL,0.01,100000,64,['NALUi'],['NALU'],['none'],['rsme'],2,1,114,False,1.0,1.0,1.0,-1.0,-1.0,0.1,0.1,0.1,False,True.ext.csv,results/nalu_orgMUL_0.01_100000_64_['NALUi']_['NALU']_['none']_['rsme']_2_1_114_False_1.0-1.0_1.0--1.0--1.0_0.1-0.1-0.1_False_True.ext.csv
36,none,NALUi,nalu,rsme,0.01,200,64,2,1,110,ext,ADD,1.0-1.0,0.22675137,"0.22675137
",results/nalu,orgADD,0.01,100000,64,['NALUi'],['NALU'],['none'],['rsme'],2,1,110,False,1.0,1.0,1.0,0.0,0.0,0.1,0.1,0.1,False,True.ext.csv,results/nalu_orgADD_0.01_100000_64_['NALUi']_['NALU']_['none']_['rsme']_2_1_110_False_1.0-1.0_1.0-0.0-0.0_0.1-0.1-0.1_False_True.ext.csv
37,none,NALUi,nalu,rsme,0.01,200,64,2,1,109,ext,SUB,1.0-1.0,2.0669722e-08,"2.0669722e-08
",results/nalu,orgSUB,0.01,100000,64,['NALUi'],['NALU'],['none'],['rsme'],2,1,109,False,1.0,1.0,-1.0,-1.0,0.0,0.5,0.5,0.5,False,True.ext.csv,results/nalu_orgSUB_0.01_100000_64_['NALUi']_['NALU']_['none']_['rsme']_2_1_109_False_1.0-1.0_-1.0--1.0-0.0_0.5-0.5-0.5_False_True.ext.csv
38,none,NALUi,nalu,rsme,0.01,200,64,2,1,119,ext,MUL,1.0-1.0,14141894.0,"14141894.0
",results/nalu,orgMUL,0.01,100000,64,['NALUi'],['NALU'],['none'],['rsme'],2,1,119,False,1.0,1.0,1.0,0.0,-1.0,0.1,0.1,0.1,False,True.ext.csv,results/nalu_orgMUL_0.01_100000_64_['NALUi']_['NALU']_['none']_['rsme']_2_1_119_False_1.0-1.0_1.0-0.0--1.0_0.1-0.1-0.1_False_True.ext.csv
39,none,NALUi,nalu,rsme,0.01,200,64,2,1,112,int,DIV,1.0-1.0,128063.484,"128063.484
",results/nalu,orgDIV,0.01,100000,64,['NALUi'],['NALU'],['none'],['rsme'],2,1,112,False,1.0,1.0,-1.0,-1.0,-1.0,0.1,0.1,0.1,False,True.int.csv,results/nalu_orgDIV_0.01_100000_64_['NALUi']_['NALU']_['none']_['rsme']_2_1_112_False_1.0-1.0_-1.0--1.0--1.0_0.1-0.1-0.1_False_True.int.csv
40,none,NALUi,nalu,rsme,0.01,200,64,2,1,102,int,SUB,1.0-1.0,1.9982598e-12,"1.9982598e-12
",results/nalu,orgSUB,0.01,100000,64,['NALUi'],['NALU'],['none'],['rsme'],2,1,102,False,1.0,1.0,-1.0,-1.0,-1.0,0.1,0.1,0.1,False,True.int.csv,results/nalu_orgSUB_0.01_100000_64_['NALUi']_['NALU']_['none']_['rsme']_2_1_102_False_1.0-1.0_-1.0--1.0--1.0_0.1-0.1-0.1_False_True.int.csv
41,none,NALUi,nalu,rsme,0.01,200,64,2,1,108,int,MUL,1.0-1.0,484.10187,"484.10187
",results/nalu,orgMUL,0.01,100000,64,['NALUi'],['NALU'],['none'],['rsme'],2,1,108,False,1.0,1.0,0.0,0.0,-1.0,0.5,0.5,0.5,False,True.int.csv,results/nalu_orgMUL_0.01_100000_64_['NALUi']_['NALU']_['none']_['rsme']_2_1_108_False_1.0-1.0_0.0-0.0--1.0_0.5-0.5-0.5_False_True.int.csv
42,none,NALUi,nalu,rsme,0.01,200,64,2,1,110,ext,MUL,1.0-1.0,0.00014200312,"0.00014200312
",results/nalu,orgMUL,0.01,100000,64,['NALUi'],['NALU'],['none'],['rsme'],2,1,110,False,1.0,1.0,-1.0,0.0,1.0,0.5,0.5,0.5,False,True.ext.csv,results/nalu_orgMUL_0.01_100000_64_['NALUi']_['NALU']_['none']_['rsme']_2_1_110_False_1.0-1.0_-1.0-0.0-1.0_0.5-0.5-0.5_False_True.ext.csv
43,none,NALUi,nalu,rsme,0.01,200,64,2,1,109,ext,MUL,1.0-1.0,0.0001655225,"0.0001655225
",results/nalu,orgMUL,0.01,100000,64,['NALUi'],['NALU'],['none'],['rsme'],2,1,109,False,1.0,1.0,-1.0,1.0,-1.0,0.1,0.1,0.1,False,True.ext.csv,results/nalu_orgMUL_0.01_100000_64_['NALUi']_['NALU']_['none']_['rsme']_2_1_109_False_1.0-1.0_-1.0-1.0--1.0_0.1-0.1-0.1_False_True.ext.csv
44,none,NALUi,nalu,rsme,0.01,200,64,2,1,118,int,DIV,1.0-1.0,819.63525,"819.63525
",results/nalu,orgDIV,0.01,100000,64,['NALUi'],['NALU'],['none'],['rsme'],2,1,118,False,1.0,1.0,1.0,0.0,-1.0,0.5,0.5,0.5,False,True.int.csv,results/nalu_orgDIV_0.01_100000_64_['NALUi']_['NALU']_['none']_['rsme']_2_1_118_False_1.0-1.0_1.0-0.0--1.0_0.5-0.5-0.5_False_True.int.csv
45,none,NALUi,nalu,rsme,0.01,200,64,2,1,115,int,DIV,1.0-1.0,403.85135,"403.85135
",results/nalu,orgDIV,0.01,100000,64,['NALUi'],['NALU'],['none'],['rsme'],2,1,115,False,1.0,1.0,1.0,1.0,1.0,0.5,0.5,0.5,False,True.int.csv,results/nalu_orgDIV_0.01_100000_64_['NALUi']_['NALU']_['none']_['rsme']_2_1_115_False_1.0-1.0_1.0-1.0-1.0_0.5-0.5-0.5_False_True.int.csv
46,none,NALUi,nalu,rsme,0.01,200,64,2,1,118,int,ADD,1.0-1.0,1583.7368,"1583.7368
",results/nalu,orgADD,0.01,100000,64,['NALUi'],['NALU'],['none'],['rsme'],2,1,118,False,1.0,1.0,-1.0,1.0,-1.0,0.5,0.5,0.5,False,True.int.csv,results/nalu_orgADD_0.01_100000_64_['NALUi']_['NALU']_['none']_['rsme']_2_1_118_False_1.0-1.0_-1.0-1.0--1.0_0.5-0.5-0.5_False_True.int.csv
47,none,NALUi,nalu,rsme,0.01,200,64,2,1,101,ext,MUL,1.0-1.0,0.00014164111,"0.00014164111
",results/nalu,orgMUL,0.01,100000,64,['NALUi'],['NALU'],['none'],['rsme'],2,1,101,False,1.0,1.0,1.0,-1.0,1.0,0.5,0.5,0.5,False,True.ext.csv,results/nalu_orgMUL_0.01_100000_64_['NALUi']_['NALU']_['none']_['rsme']_2_1_101_False_1.0-1.0_1.0--1.0-1.0_0.5-0.5-0.5_False_True.ext.csv
48,none,NALUi,nalu,rsme,0.01,200,64,2,1,110,int,DIV,1.0-1.0,9737.204,"9737.204
",results/nalu,orgDIV,0.01,100000,64,['NALUi'],['NALU'],['none'],['rsme'],2,1,110,False,1.0,1.0,1.0,1.0,-1.0,0.5,0.5,0.5,False,True.int.csv,results/nalu_orgDIV_0.01_100000_64_['NALUi']_['NALU']_['none']_['rsme']_2_1_110_False_1.0-1.0_1.0-1.0--1.0_0.5-0.5-0.5_False_True.int.csv
49,none,NALUi,nalu,rsme,0.01,200,64,2,1,116,int,DIV,1.0-1.0,71454.1,"71454.1
",results/nalu,orgDIV,0.01,100000,64,['NALUi'],['NALU'],['none'],['rsme'],2,1,116,False,1.0,1.0,-1.0,1.0,0.0,0.5,0.5,0.5,False,True.int.csv,results/nalu_orgDIV_0.01_100000_64_['NALUi']_['NALU']_['none']_['rsme']_2_1_116_False_1.0-1.0_-1.0-1.0-0.0_0.5-0.5-0.5_False_True.int.csv
50,none,NALUi,nalu,rsme,0.01,200,64,2,1,107,ext,DIV,1.0-1.0,3236.2737,"3236.2737
",results/nalu,orgDIV,0.01,100000,64,['NALUi'],['NALU'],['none'],['rsme'],2,1,107,False,1.0,1.0,0.0,-1.0,-1.0,0.5,0.5,0.5,False,True.ext.csv,results/nalu_orgDIV_0.01_100000_64_['NALUi']_['NALU']_['none']_['rsme']_2_1_107_False_1.0-1.0_0.0--1.0--1.0_0.5-0.5-0.5_False_True.ext.csv
51,none,NALUi,nalu,rsme,0.01,200,64,2,1,102,ext,MUL,1.0-1.0,0.00016150714,"0.00016150714
",results/nalu,orgMUL,0.01,100000,64,['NALUi'],['NALU'],['none'],['rsme'],2,1,102,False,1.0,1.0,1.0,1.0,-1.0,0.1,0.1,0.1,False,True.ext.csv,results/nalu_orgMUL_0.01_100000_64_['NALUi']_['NALU']_['none']_['rsme']_2_1_102_False_1.0-1.0_1.0-1.0--1.0_0.1-0.1-0.1_False_True.ext.csv
52,none,NALUi,nalu,rsme,0.01,200,64,2,1,101,int,MUL,1.0-1.0,565.343,"565.343
",results/nalu,orgMUL,0.01,100000,64,['NALUi'],['NALU'],['none'],['rsme'],2,1,101,False,1.0,1.0,1.0,1.0,-1.0,0.5,0.5,0.5,False,True.int.csv,results/nalu_orgMUL_0.01_100000_64_['NALUi']_['NALU']_['none']_['rsme']_2_1_101_False_1.0-1.0_1.0-1.0--1.0_0.5-0.5-0.5_False_True.int.csv
53,none,NALUi,nalu,rsme,0.01,200,64,2,1,112,int,ADD,1.0-1.0,46.782734,"46.782734
",results/nalu,orgADD,0.01,100000,64,['NALUi'],['NALU'],['none'],['rsme'],2,1,112,False,1.0,1.0,1.0,0.0,-1.0,0.1,0.1,0.1,False,True.int.csv,results/nalu_orgADD_0.01_100000_64_['NALUi']_['NALU']_['none']_['rsme']_2_1_112_False_1.0-1.0_1.0-0.0--1.0_0.1-0.1-0.1_False_True.int.csv
54,none,NALUi,nalu,rsme,0.01,200,64,2,1,108,int,DIV,1.0-1.0,627.2327,"627.2327
",results/nalu,orgDIV,0.01,100000,64,['NALUi'],['NALU'],['none'],['rsme'],2,1,108,False,1.0,1.0,1.0,0.0,1.0,0.1,0.1,0.1,False,True.int.csv,results/nalu_orgDIV_0.01_100000_64_['NALUi']_['NALU']_['none']_['rsme']_2_1_108_False_1.0-1.0_1.0-0.0-1.0_0.1-0.1-0.1_False_True.int.csv
