       fig   fim   fiw  fsg  fsm  fsg   op          loss
3582   0.0   1.0   0.0  0.5  0.5  0.5  ADD  2.161048e-01
2241   1.0   1.0   0.0  0.5  0.5  0.5  ADD  2.197560e-01
2230  -1.0   1.0   0.0  0.5  0.5  0.5  ADD  2.222586e-01
36     1.0   0.0   0.0  0.1  0.1  0.1  ADD  2.267514e-01
2421   1.0   1.0   0.0  0.5  0.5  0.5  ADD  2.335933e-01
4091   1.0   0.0   0.0  0.5  0.5  0.5  ADD  2.424791e-01
1069   0.0  -1.0  -1.0  0.5  0.5  0.5  ADD  2.596084e-01
1883   1.0   1.0   0.0  0.1  0.1  0.1  ADD  2.620440e-01
2121   1.0   1.0   0.0  0.5  0.5  0.5  ADD  2.637790e-01
2391   1.0   1.0   0.0  0.5  0.5  0.5  ADD  2.663639e-01
1716  -1.0   1.0   0.0  0.5  0.5  0.5  ADD  2.709527e-01
2856   0.0   0.0   0.0  0.5  0.5  0.5  ADD  2.863849e-01
1221   1.0   1.0   0.0  0.1  0.1  0.1  ADD  3.104808e-01
3977   0.0   1.0   0.0  0.1  0.1  0.1  ADD  3.246873e-01
2721   0.0   0.0   0.0  0.5  0.5  0.5  ADD  3.260816e-01
2238   1.0   1.0   0.0  0.5  0.5  0.5  ADD  3.364651e-01
2073   1.0   0.0   0.0  0.5  0.5  0.5  ADD  3.464192e-01
1424   0.0   1.0   1.0  0.5  0.5  0.5  ADD  3.608331e-01
1465   1.0   0.0  -1.0  0.1  0.1  0.1  ADD  3.665690e-01
2717   1.0   1.0   0.0  0.5  0.5  0.5  ADD  4.109950e-01
2355   0.0   1.0   0.0  0.1  0.1  0.1  ADD  4.899444e-01
312    1.0   1.0   0.0  0.5  0.5  0.5  ADD  5.720919e-01
4049   0.0   1.0   0.0  0.5  0.5  0.5  ADD  5.828413e-01
2722   1.0   0.0   1.0  0.5  0.5  0.5  ADD  6.815793e-01
1080   1.0   1.0   0.0  0.5  0.5  0.5  ADD  8.275231e-01
2959  -1.0  -1.0   1.0  0.1  0.1  0.1  ADD  3.345007e+00
2572   1.0   0.0   1.0  0.1  0.1  0.1  ADD  3.345082e+00
1288  -1.0   1.0   0.0  0.5  0.5  0.5  ADD  3.350658e+00
1444   1.0   1.0   1.0  0.5  0.5  0.5  ADD  6.814661e+00
738   -1.0   1.0   1.0  0.5  0.5  0.5  ADD  1.060298e+01
77    -1.0   1.0   0.0  0.5  0.5  0.5  ADD  1.755641e+01
2500   1.0   1.0   1.0  0.5  0.5  0.5  ADD  1.009798e+02
574   -1.0   0.0   1.0  0.5  0.5  0.5  ADD  5.531189e+03
1350   1.0   0.0  -1.0  0.1  0.1  0.1  ADD  6.044657e+03
995    1.0   0.0  -1.0  0.5  0.5  0.5  ADD  6.044769e+03
1200   1.0   1.0  -1.0  0.1  0.1  0.1  ADD  6.044866e+03
1621   1.0   1.0  -1.0  0.5  0.5  0.5  ADD  6.044866e+03
4171   0.0   0.0  -1.0  0.5  0.5  0.5  ADD  6.044885e+03
3734   0.0   1.0  -1.0  0.1  0.1  0.1  ADD  6.044887e+03
1998   0.0   0.0  -1.0  0.5  0.5  0.5  ADD  6.622471e+03
1318   1.0   1.0  -1.0  0.5  0.5  0.5  ADD  6.622593e+03
3663  -1.0   1.0  -1.0  0.5  0.5  0.5  ADD  6.622614e+03
1296   1.0   0.0  -1.0  0.5  0.5  0.5  ADD  6.622920e+03
1420   0.0   1.0  -1.0  0.1  0.1  0.1  ADD  6.623015e+03
2997  -1.0   1.0  -1.0  0.1  0.1  0.1  ADD  6.700405e+03
1872   0.0   1.0  -1.0  0.5  0.5  0.5  ADD  6.700598e+03
1834   0.0   0.0  -1.0  0.1  0.1  0.1  ADD  6.700690e+03
3389   1.0   0.0  -1.0  0.5  0.5  0.5  ADD  6.700726e+03
1160  -1.0   1.0  -1.0  0.5  0.5  0.5  ADD  6.700752e+03
2906   0.0   1.0  -1.0  0.1  0.1  0.1  ADD  6.700794e+03
1022  -1.0   0.0  -1.0  0.5  0.5  0.5  ADD  6.700851e+03
856    1.0   1.0  -1.0  0.5  0.5  0.5  ADD  6.702587e+03
952    0.0   1.0  -1.0  0.5  0.5  0.5  ADD  6.761165e+03
536   -1.0   1.0  -1.0  0.1  0.1  0.1  ADD  6.761253e+03
2881   1.0   1.0  -1.0  0.1  0.1  0.1  ADD  6.761269e+03
3745   0.0   1.0  -1.0  0.1  0.1  0.1  ADD  6.761278e+03
1388   1.0   0.0  -1.0  0.1  0.1  0.1  ADD  6.761296e+03
843    0.0   0.0  -1.0  0.5  0.5  0.5  ADD  6.761315e+03
154    0.0   0.0  -1.0  0.1  0.1  0.1  ADD  6.761366e+03
2579   1.0   1.0  -1.0  0.1  0.1  0.1  ADD  6.803410e+03
2731  -1.0   0.0  -1.0  0.5  0.5  0.5  ADD  6.803912e+03
761    1.0   1.0  -1.0  0.5  0.5  0.5  ADD  6.804372e+03
3432   0.0   0.0  -1.0  0.1  0.1  0.1  ADD  6.807521e+03
2024   0.0   1.0  -1.0  0.5  0.5  0.5  ADD  6.828838e+03
3464   1.0   0.0  -1.0  0.1  0.1  0.1  ADD  6.828930e+03
3639   0.0   0.0  -1.0  0.5  0.5  0.5  ADD  6.829001e+03
515    0.0   1.0  -1.0  0.1  0.1  0.1  ADD  6.829058e+03
1971   1.0   1.0  -1.0  0.1  0.1  0.1  ADD  6.829119e+03
3615   1.0   1.0  -1.0  0.5  0.5  0.5  ADD  6.829166e+03
1863  -1.0   1.0  -1.0  0.5  0.5  0.5  ADD  6.832376e+03
1     -1.0   1.0  -1.0  0.1  0.1  0.1  ADD  7.100712e+03
758    0.0   1.0  -1.0  0.1  0.1  0.1  ADD  7.100748e+03
3139  -1.0   1.0  -1.0  0.5  0.5  0.5  ADD  7.182512e+03
2767  -1.0   1.0  -1.0  0.1  0.1  0.1  ADD  7.182546e+03
2610  -1.0   0.0  -1.0  0.1  0.1  0.1  ADD  7.182578e+03
3950   1.0   1.0  -1.0  0.5  0.5  0.5  ADD  7.182605e+03
3013   0.0   1.0   0.0  0.1  0.1  0.1  ADD  7.182623e+03
2710   0.0   0.0  -1.0  0.1  0.1  0.1  ADD  7.182820e+03
2395   1.0   1.0  -1.0  0.1  0.1  0.1  ADD  7.187696e+03
3448   1.0   0.0  -1.0  0.1  0.1  0.1  ADD  7.187741e+03
1109   0.0   1.0  -1.0  0.1  0.1  0.1  ADD  7.187855e+03
3401   0.0   1.0  -1.0  0.5  0.5  0.5  ADD  7.188506e+03
2378  -1.0   0.0  -1.0  0.5  0.5  0.5  ADD  7.188696e+03
2314   0.0   1.0  -1.0  0.1  0.1  0.1  ADD  7.369717e+03
2384   1.0   0.0  -1.0  0.5  0.5  0.5  ADD  7.369773e+03
4144   0.0   0.0  -1.0  0.5  0.5  0.5  ADD  7.369789e+03
1203  -1.0   0.0  -1.0  0.5  0.5  0.5  ADD  7.412108e+03
1183   0.0   1.0  -1.0  0.1  0.1  0.1  ADD  7.412315e+03
3897   1.0   1.0  -1.0  0.5  0.5  0.5  ADD  7.412381e+03
339   -1.0   1.0  -1.0  0.5  0.5  0.5  ADD  7.412436e+03
3123   0.0   1.0  -1.0  0.5  0.5  0.5  ADD  7.412503e+03
389    1.0   0.0  -1.0  0.5  0.5  0.5  ADD  7.436183e+03
1847   1.0   0.0  -1.0  0.1  0.1  0.1  ADD  7.436462e+03
3190   0.0   0.0  -1.0  0.1  0.1  0.1  ADD  7.436491e+03
3788  -1.0   1.0  -1.0  0.1  0.1  0.1  ADD  7.436496e+03
1248  -1.0   0.0  -1.0  0.1  0.1  0.1  ADD  7.437844e+03
55     1.0   1.0  -1.0  0.1  0.1  0.1  ADD  7.438225e+03
3435   0.0   1.0  -1.0  0.5  0.5  0.5  ADD  7.439737e+03
177    0.0   0.0  -1.0  0.5  0.5  0.5  ADD  7.451724e+03
1787   0.0   1.0  -1.0  0.5  0.5  0.5  ADD  7.523402e+03
3213  -1.0   0.0  -1.0  0.1  0.1  0.1  ADD  7.526207e+03
1006  -1.0   1.0  -1.0  0.5  0.5  0.5  ADD  7.526423e+03
2935   0.0   0.0  -1.0  0.5  0.5  0.5  ADD  7.526606e+03
3558   0.0   1.0  -1.0  0.1  0.1  0.1  ADD  7.532843e+03
1799   1.0   1.0  -1.0  0.5  0.5  0.5  ADD  7.532906e+03
2888  -1.0   0.0  -1.0  0.1  0.1  0.1  ADD  7.533000e+03
3954  -1.0   0.0  -1.0  0.5  0.5  0.5  ADD  7.533048e+03
648    0.0   1.0  -1.0  0.5  0.5  0.5  ADD  7.535564e+03
2050  -1.0   0.0  -1.0  0.5  0.5  0.5  ADD  7.684039e+03
914   -1.0   1.0  -1.0  0.5  0.5  0.5  ADD  7.684358e+03
1939   0.0   0.0  -1.0  0.5  0.5  0.5  ADD  7.855483e+03
4166  -1.0   1.0  -1.0  0.1  0.1  0.1  ADD  7.855528e+03
3818   1.0   1.0  -1.0  0.1  0.1  0.1  ADD  7.855537e+03
3606  -1.0   1.0  -1.0  0.5  0.5  0.5  ADD  7.855593e+03
2480   0.0   1.0  -1.0  0.1  0.1  0.1  ADD  7.855753e+03
1842   0.0   1.0  -1.0  0.1  0.1  0.1  ADD  7.987870e+03
4307  -1.0   0.0  -1.0  0.1  0.1  0.1  ADD  7.987992e+03
4279   0.0   0.0  -1.0  0.1  0.1  0.1  ADD  7.988251e+03
2122   1.0   0.0  -1.0  0.1  0.1  0.1  ADD  7.988506e+03
2773  -1.0   0.0  -1.0  0.5  0.5  0.5  ADD  7.988684e+03
213   -1.0   1.0  -1.0  0.5  0.5  0.5  ADD  7.989180e+03
2420  -1.0   1.0  -1.0  0.5  0.5  0.5  ADD  8.000008e+03
5      0.0   1.0  -1.0  0.1  0.1  0.1  ADD  8.000251e+03
3755  -1.0   0.0  -1.0  0.1  0.1  0.1  ADD  8.000315e+03
879    1.0   1.0  -1.0  0.1  0.1  0.1  ADD  8.000376e+03
2915   1.0   1.0  -1.0  0.5  0.5  0.5  ADD  8.000467e+03
2308   0.0   1.0  -1.0  0.5  0.5  0.5  ADD  8.000540e+03
1114  -1.0   1.0  -1.0  0.5  0.5  0.5  ADD  8.233817e+03
3324   1.0   0.0  -1.0  0.5  0.5  0.5  ADD  8.234478e+03
239    1.0   1.0  -1.0  0.1  0.1  0.1  ADD  8.234478e+03
2316  -1.0   1.0  -1.0  0.1  0.1  0.1  ADD  8.237209e+03
1004  -1.0   0.0  -1.0  0.1  0.1  0.1  ADD  8.237422e+03
2603   0.0   0.0  -1.0  0.1  0.1  0.1  ADD  8.859602e+03
497    1.0   0.0  -1.0  0.5  0.5  0.5  ADD  8.859698e+03
1422  -1.0   0.0  -1.0  0.5  0.5  0.5  ADD  8.860432e+03
1905   0.0   0.0  -1.0  0.5  0.5  0.5  ADD  8.860478e+03
3064   0.0   1.0  -1.0  0.1  0.1  0.1  ADD  8.861305e+03
684   -1.0   1.0  -1.0  0.5  0.5  0.5  ADD  8.862169e+03
2259  -1.0   1.0   0.0  0.5  0.5  0.5  ADD  1.092321e+04
3678  -1.0   1.0   0.0  0.1  0.1  0.1  ADD  2.407469e+05
1108  -1.0   0.0  -1.0  0.1  0.1  0.1  ADD  3.685995e+07
705   -1.0   1.0  -1.0  0.1  0.1  0.1  ADD  6.369915e+07
1571  -1.0   1.0   1.0  0.5  0.5  0.5  ADD  8.962013e+08
420    0.0   1.0   0.0  0.1  0.1  0.1  ADD  2.610141e+09
3117  -1.0   1.0   0.0  0.1  0.1  0.1  ADD  3.340349e+09
3503   0.0   1.0   0.0  0.1  0.1  0.1  ADD  9.057332e+09
3351  -1.0   1.0   0.0  0.1  0.1  0.1  ADD  1.600846e+10
2430   0.0   1.0   0.0  0.1  0.1  0.1  ADD  2.098846e+10
2850  -1.0   1.0   0.0  0.1  0.1  0.1  ADD  3.714336e+10
234   -1.0   1.0   0.0  0.5  0.5  0.5  ADD  1.662216e+11
1711   0.0   1.0   0.0  0.1  0.1  0.1  ADD  9.349059e+11
2337  -1.0   1.0   1.0  0.5  0.5  0.5  ADD  1.411476e+12
1330  -1.0   1.0   1.0  0.5  0.5  0.5  ADD  2.039468e+12
3906  -1.0   1.0   0.0  0.5  0.5  0.5  ADD  2.465537e+12
1277   1.0   1.0   1.0  0.5  0.5  0.5  ADD  1.773606e+13
2768  -1.0   1.0   1.0  0.5  0.5  0.5  ADD  2.339522e+13
1269  -1.0   1.0   1.0  0.5  0.5  0.5  ADD  3.311577e+13
2632   0.0   1.0   1.0  0.5  0.5  0.5  ADD  4.385791e+13
175   -1.0   1.0   0.0  0.1  0.1  0.1  ADD  6.367841e+13
1743  -1.0   1.0   0.0  0.1  0.1  0.1  ADD  9.742002e+13
190   -1.0   1.0   1.0  0.5  0.5  0.5  ADD  1.313155e+14
2370  -1.0   1.0   1.0  0.5  0.5  0.5  ADD  1.685397e+14
1436   1.0   1.0   1.0  0.5  0.5  0.5  ADD  2.217827e+14
3980   0.0   1.0   0.0  0.5  0.5  0.5  ADD  2.283571e+14
3107  -1.0   1.0   0.0  0.5  0.5  0.5  ADD  2.352206e+14
646   -1.0   1.0   0.0  0.5  0.5  0.5  ADD  2.353863e+14
2538  -1.0   1.0   0.0  0.1  0.1  0.1  ADD  2.354120e+14
3475  -1.0   1.0   0.0  0.1  0.1  0.1  ADD  2.388438e+14
2537   0.0   1.0   1.0  0.5  0.5  0.5  ADD  2.519526e+14
4312   0.0   1.0   1.0  0.5  0.5  0.5  ADD  2.943630e+14
2372  -1.0   1.0   1.0  0.5  0.5  0.5  ADD  3.627037e+14
3804   0.0   1.0   1.0  0.5  0.5  0.5  ADD  3.955662e+14
4236   1.0   1.0   1.0  0.5  0.5  0.5  ADD  4.866860e+14
3812   1.0   1.0   1.0  0.5  0.5  0.5  ADD  5.237169e+14
2478  -1.0   1.0   1.0  0.1  0.1  0.1  ADD  5.605132e+14
1467   0.0   1.0   0.0  0.1  0.1  0.1  ADD  5.666947e+14
799    0.0   1.0   0.0  0.1  0.1  0.1  ADD  5.812518e+14
1710   1.0   1.0   1.0  0.5  0.5  0.5  ADD  6.418192e+14
1738   0.0   1.0   1.0  0.5  0.5  0.5  ADD  7.046123e+14
3766  -1.0   1.0   0.0  0.1  0.1  0.1  ADD  7.082255e+14
92     0.0   1.0   1.0  0.5  0.5  0.5  ADD  7.336810e+14
1775   1.0   1.0   1.0  0.5  0.5  0.5  ADD  8.154204e+14
1372  -1.0   1.0   0.0  0.1  0.1  0.1  ADD  9.485757e+14
1949   1.0   1.0   0.0  0.5  0.5  0.5  ADD  1.166028e+15
1462   0.0   1.0   0.0  0.1  0.1  0.1  ADD  1.347473e+15
2020  -1.0   1.0   1.0  0.1  0.1  0.1  ADD  1.416737e+15
981   -1.0   1.0   1.0  0.1  0.1  0.1  ADD  1.596872e+15
3495   0.0   1.0   0.0  0.5  0.5  0.5  ADD  1.830294e+15
1120  -1.0   1.0   1.0  0.1  0.1  0.1  ADD  1.834311e+15
3116   0.0   1.0   1.0  0.5  0.5  0.5  ADD  1.986752e+15
1419   1.0   1.0   1.0  0.5  0.5  0.5  ADD  3.030757e+15
3890   1.0   1.0   0.0  0.1  0.1  0.1  ADD  6.947171e+15
1517  -1.0   1.0   1.0  0.1  0.1  0.1  ADD  1.059480e+16
3496   0.0   1.0   1.0  0.1  0.1  0.1  ADD  1.126964e+16
605    0.0   1.0   1.0  0.1  0.1  0.1  ADD  1.228517e+16
1329   0.0   1.0   1.0  0.1  0.1  0.1  ADD  1.322359e+16
119   -1.0   1.0   1.0  0.1  0.1  0.1  ADD  1.334161e+16
1985   1.0   1.0   1.0  0.1  0.1  0.1  ADD  1.554119e+16
3212   1.0   1.0   1.0  0.1  0.1  0.1  ADD  1.684605e+16
1353   1.0   1.0   1.0  0.1  0.1  0.1  ADD  1.887223e+16
2691   0.0   1.0   0.0  0.5  0.5  0.5  ADD  3.666936e+16
3868   0.0   1.0   1.0  0.1  0.1  0.1  ADD  4.269515e+16
1672   1.0   1.0   1.0  0.1  0.1  0.1  ADD  6.183065e+16
2343   1.0   1.0   1.0  0.1  0.1  0.1  ADD  6.226508e+16
1873   0.0   1.0   1.0  0.1  0.1  0.1  ADD  6.449777e+16
200    1.0   1.0   1.0  0.1  0.1  0.1  ADD  7.029052e+16
483    1.0   1.0   0.0  0.1  0.1  0.1  ADD  7.463553e+16
691    0.0   1.0   1.0  0.1  0.1  0.1  ADD  1.011155e+17
920   -1.0   1.0   1.0  0.1  0.1  0.1  ADD  1.062285e+17
217    1.0   1.0   1.0  0.1  0.1  0.1  ADD  2.336659e+17
1835   1.0   1.0   1.0  0.1  0.1  0.1  ADD  2.337850e+17
2569   1.0   1.0   1.0  0.1  0.1  0.1  ADD  2.344110e+17
1283   0.0   1.0   1.0  0.1  0.1  0.1  ADD  2.359442e+17
3012   0.0   1.0   1.0  0.1  0.1  0.1  ADD  2.370569e+17
3962   1.0   1.0   1.0  0.1  0.1  0.1  ADD  2.371044e+17
       fig   fim   fiw  fsg  fsm  fsg   op          loss
786   -1.0  -1.0  -1.0  0.1  0.1  0.1  SUB  1.705084e-10
1008   0.0  -1.0  -1.0  0.1  0.1  0.1  SUB  1.715118e-10
4132   0.0  -1.0  -1.0  0.5  0.5  0.5  SUB  1.838364e-10
139    1.0  -1.0  -1.0  0.1  0.1  0.1  SUB  1.939015e-10
1496   0.0  -1.0   1.0  0.1  0.1  0.1  SUB  1.953550e-10
545    1.0   0.0   1.0  0.1  0.1  0.1  SUB  1.975978e-10
3196  -1.0  -1.0   1.0  0.1  0.1  0.1  SUB  2.045945e-10
3739   1.0  -1.0   1.0  0.5  0.5  0.5  SUB  2.058774e-10
1688  -1.0  -1.0  -1.0  0.5  0.5  0.5  SUB  2.076658e-10
434    1.0   0.0   1.0  0.1  0.1  0.1  SUB  2.079072e-10
4007   1.0   0.0   1.0  0.1  0.1  0.1  SUB  2.085830e-10
4151   1.0   0.0   1.0  0.1  0.1  0.1  SUB  2.098372e-10
3143   0.0  -1.0   1.0  0.1  0.1  0.1  SUB  2.112339e-10
127    1.0  -1.0   1.0  0.1  0.1  0.1  SUB  2.129748e-10
4230   0.0  -1.0   1.0  0.5  0.5  0.5  SUB  2.132955e-10
4129   0.0  -1.0   1.0  0.1  0.1  0.1  SUB  2.133557e-10
3407   0.0  -1.0   1.0  0.1  0.1  0.1  SUB  2.140736e-10
1634  -1.0  -1.0   1.0  0.5  0.5  0.5  SUB  2.149875e-10
479    1.0   0.0   1.0  0.1  0.1  0.1  SUB  2.150638e-10
2810   1.0   0.0   1.0  0.1  0.1  0.1  SUB  2.159930e-10
4310   1.0  -1.0   1.0  0.1  0.1  0.1  SUB  2.183908e-10
852   -1.0  -1.0  -1.0  0.5  0.5  0.5  SUB  2.186025e-10
4229   0.0  -1.0   1.0  0.1  0.1  0.1  SUB  2.190577e-10
3160  -1.0  -1.0  -1.0  0.5  0.5  0.5  SUB  2.192073e-10
467    1.0   0.0   1.0  0.1  0.1  0.1  SUB  2.203016e-10
3275  -1.0  -1.0  -1.0  0.5  0.5  0.5  SUB  2.203225e-10
271    0.0  -1.0   1.0  0.1  0.1  0.1  SUB  2.206424e-10
906    1.0   0.0   1.0  0.1  0.1  0.1  SUB  2.207739e-10
3612  -1.0  -1.0  -1.0  0.5  0.5  0.5  SUB  2.221583e-10
3892  -1.0  -1.0   1.0  0.5  0.5  0.5  SUB  2.225452e-10
2828   1.0   0.0   1.0  0.1  0.1  0.1  SUB  2.225589e-10
3334   1.0  -1.0   1.0  0.5  0.5  0.5  SUB  2.231120e-10
2002  -1.0  -1.0   1.0  0.1  0.1  0.1  SUB  2.240450e-10
963    1.0  -1.0   1.0  0.5  0.5  0.5  SUB  2.250857e-10
1220   1.0  -1.0   1.0  0.1  0.1  0.1  SUB  2.255095e-10
2787   1.0  -1.0   1.0  0.1  0.1  0.1  SUB  2.261644e-10
3791   1.0   0.0   1.0  0.1  0.1  0.1  SUB  2.264692e-10
201    0.0  -1.0   1.0  0.5  0.5  0.5  SUB  2.272853e-10
2026   1.0  -1.0  -1.0  0.5  0.5  0.5  SUB  2.276191e-10
1260   0.0  -1.0   1.0  0.5  0.5  0.5  SUB  2.278995e-10
1516   1.0  -1.0   1.0  0.5  0.5  0.5  SUB  2.284583e-10
927    1.0  -1.0   1.0  0.5  0.5  0.5  SUB  2.288590e-10
1468  -1.0  -1.0   1.0  0.1  0.1  0.1  SUB  2.294189e-10
1947   0.0  -1.0   1.0  0.5  0.5  0.5  SUB  2.295658e-10
426   -1.0  -1.0   1.0  0.1  0.1  0.1  SUB  2.301847e-10
3305   1.0   0.0   1.0  0.1  0.1  0.1  SUB  2.302421e-10
2243   1.0  -1.0   1.0  0.5  0.5  0.5  SUB  2.302452e-10
419   -1.0  -1.0   1.0  0.1  0.1  0.1  SUB  2.323102e-10
3478  -1.0  -1.0   1.0  0.1  0.1  0.1  SUB  2.330465e-10
1188   0.0  -1.0   1.0  0.5  0.5  0.5  SUB  2.331252e-10
2618   0.0  -1.0  -1.0  0.1  0.1  0.1  SUB  2.331492e-10
2181   1.0  -1.0   1.0  0.5  0.5  0.5  SUB  2.337478e-10
356    1.0  -1.0   1.0  0.1  0.1  0.1  SUB  2.345938e-10
2187  -1.0  -1.0   1.0  0.1  0.1  0.1  SUB  2.350082e-10
2541   1.0   0.0   1.0  0.1  0.1  0.1  SUB  2.360433e-10
1770   0.0  -1.0   1.0  0.1  0.1  0.1  SUB  2.385540e-10
3262   0.0  -1.0  -1.0  0.5  0.5  0.5  SUB  2.386412e-10
2879  -1.0  -1.0   1.0  0.1  0.1  0.1  SUB  2.390118e-10
2852   1.0   0.0   1.0  0.1  0.1  0.1  SUB  2.398885e-10
3461   0.0  -1.0  -1.0  0.1  0.1  0.1  SUB  2.430315e-10
3681  -1.0  -1.0  -1.0  0.5  0.5  0.5  SUB  2.431303e-10
3631  -1.0  -1.0  -1.0  0.1  0.1  0.1  SUB  2.449055e-10
2010   0.0  -1.0   1.0  0.5  0.5  0.5  SUB  2.456268e-10
3257   0.0  -1.0  -1.0  0.5  0.5  0.5  SUB  2.478489e-10
2280   0.0  -1.0  -1.0  0.1  0.1  0.1  SUB  2.487269e-10
1829   0.0  -1.0  -1.0  0.1  0.1  0.1  SUB  2.497235e-10
79     1.0  -1.0   1.0  0.1  0.1  0.1  SUB  2.497803e-10
2576   1.0  -1.0  -1.0  0.5  0.5  0.5  SUB  2.608107e-10
1953  -1.0  -1.0  -1.0  0.1  0.1  0.1  SUB  2.678672e-10
685    1.0  -1.0  -1.0  0.5  0.5  0.5  SUB  2.691499e-10
2116   0.0  -1.0  -1.0  0.1  0.1  0.1  SUB  2.693354e-10
3560  -1.0  -1.0  -1.0  0.1  0.1  0.1  SUB  3.316118e-10
1627   0.0  -1.0  -1.0  0.5  0.5  0.5  SUB  3.534705e-10
2871   0.0  -1.0  -1.0  0.1  0.1  0.1  SUB  3.618562e-10
1365  -1.0  -1.0  -1.0  0.5  0.5  0.5  SUB  3.667373e-10
2090  -1.0  -1.0  -1.0  0.5  0.5  0.5  SUB  3.676333e-10
3599   1.0  -1.0  -1.0  0.5  0.5  0.5  SUB  3.894969e-10
548    1.0  -1.0  -1.0  0.1  0.1  0.1  SUB  4.019993e-10
152    1.0  -1.0  -1.0  0.5  0.5  0.5  SUB  4.211664e-10
3623  -1.0  -1.0  -1.0  0.1  0.1  0.1  SUB  4.217672e-10
698    0.0  -1.0  -1.0  0.1  0.1  0.1  SUB  4.246200e-10
2589   0.0  -1.0  -1.0  0.5  0.5  0.5  SUB  4.657463e-10
486   -1.0  -1.0  -1.0  0.5  0.5  0.5  SUB  5.096602e-10
1096   1.0  -1.0  -1.0  0.1  0.1  0.1  SUB  5.111729e-10
1218   0.0  -1.0  -1.0  0.1  0.1  0.1  SUB  5.314896e-10
2779  -1.0  -1.0  -1.0  0.5  0.5  0.5  SUB  5.652526e-10
3724   1.0  -1.0  -1.0  0.1  0.1  0.1  SUB  5.823389e-10
3670   1.0  -1.0  -1.0  0.1  0.1  0.1  SUB  6.056756e-10
1315   0.0  -1.0  -1.0  0.5  0.5  0.5  SUB  6.228327e-10
1723   0.0  -1.0  -1.0  0.5  0.5  0.5  SUB  6.305721e-10
2933   0.0  -1.0  -1.0  0.5  0.5  0.5  SUB  6.396132e-10
1995   1.0  -1.0  -1.0  0.1  0.1  0.1  SUB  6.838421e-10
1559   0.0  -1.0  -1.0  0.1  0.1  0.1  SUB  7.091452e-10
2545   0.0  -1.0   1.0  0.1  0.1  0.1  SUB  8.216848e-10
1175   1.0  -1.0  -1.0  0.1  0.1  0.1  SUB  8.247358e-10
399    1.0  -1.0   0.0  0.1  0.1  0.1  SUB  8.485250e-10
4015   1.0  -1.0  -1.0  0.1  0.1  0.1  SUB  8.563767e-10
2491   1.0  -1.0   1.0  0.1  0.1  0.1  SUB  8.729769e-10
1123   1.0  -1.0   0.0  0.5  0.5  0.5  SUB  9.109718e-10
760   -1.0  -1.0  -1.0  0.1  0.1  0.1  SUB  1.026186e-09
2400   1.0  -1.0  -1.0  0.1  0.1  0.1  SUB  1.100132e-09
796    0.0  -1.0  -1.0  0.5  0.5  0.5  SUB  1.188957e-09
4288  -1.0  -1.0  -1.0  0.1  0.1  0.1  SUB  1.213154e-09
17    -1.0  -1.0  -1.0  0.1  0.1  0.1  SUB  1.238813e-09
2210   0.0  -1.0  -1.0  0.1  0.1  0.1  SUB  1.316992e-09
4186   1.0  -1.0  -1.0  0.5  0.5  0.5  SUB  1.364493e-09
1442   1.0  -1.0   0.0  0.1  0.1  0.1  SUB  1.482997e-09
1891  -1.0  -1.0  -1.0  0.5  0.5  0.5  SUB  1.597355e-09
3399   1.0  -1.0  -1.0  0.5  0.5  0.5  SUB  1.788594e-09
2204   0.0  -1.0  -1.0  0.5  0.5  0.5  SUB  1.851400e-09
1572  -1.0  -1.0  -1.0  0.1  0.1  0.1  SUB  1.983837e-09
942    0.0  -1.0  -1.0  0.5  0.5  0.5  SUB  2.041497e-09
3716   1.0  -1.0   0.0  0.1  0.1  0.1  SUB  3.454396e-09
2186   1.0  -1.0   0.0  0.1  0.1  0.1  SUB  4.149288e-09
3765   1.0   0.0  -1.0  0.1  0.1  0.1  SUB  1.615624e-08
4020  -1.0  -1.0   0.0  0.1  0.1  0.1  SUB  1.726464e-08
3487  -1.0  -1.0   1.0  0.5  0.5  0.5  SUB  1.746233e-08
3045  -1.0  -1.0   0.0  0.1  0.1  0.1  SUB  1.808602e-08
3930   1.0   0.0  -1.0  0.1  0.1  0.1  SUB  1.818402e-08
330   -1.0   0.0   1.0  0.1  0.1  0.1  SUB  1.827362e-08
4302   0.0  -1.0   0.0  0.1  0.1  0.1  SUB  1.838328e-08
2705   0.0  -1.0   0.0  0.1  0.1  0.1  SUB  1.846666e-08
229   -1.0  -1.0   0.0  0.5  0.5  0.5  SUB  1.846786e-08
972    1.0  -1.0   0.0  0.5  0.5  0.5  SUB  1.854768e-08
1486  -1.0  -1.0   0.0  0.1  0.1  0.1  SUB  1.860330e-08
1762   1.0  -1.0   0.0  0.1  0.1  0.1  SUB  1.868903e-08
2648  -1.0   0.0   1.0  0.1  0.1  0.1  SUB  1.882276e-08
2532  -1.0  -1.0   0.0  0.1  0.1  0.1  SUB  1.888243e-08
2323  -1.0  -1.0   0.0  0.1  0.1  0.1  SUB  1.897293e-08
3951   0.0  -1.0   0.0  0.1  0.1  0.1  SUB  1.899201e-08
2679  -1.0  -1.0   1.0  0.5  0.5  0.5  SUB  1.912415e-08
740   -1.0   0.0   1.0  0.1  0.1  0.1  SUB  1.914190e-08
3677  -1.0   0.0   0.0  0.1  0.1  0.1  SUB  1.919577e-08
854    0.0  -1.0   0.0  0.1  0.1  0.1  SUB  1.928875e-08
