       fig   fim   fiw  fsg  fsm  fsg   op          loss
1229  -1.0   1.0   1.0  0.5  0.5  0.5  SUB  1.095462e+13
1204   1.0   1.0   0.0  0.1  0.1  0.1  SUB  1.331326e+13
1986   0.0   1.0   0.0  0.1  0.1  0.1  SUB  1.378166e+13
3140   0.0   1.0   1.0  0.1  0.1  0.1  SUB  1.303809e+14
681    1.0   1.0   1.0  0.1  0.1  0.1  SUB  1.655845e+14
72    -1.0   1.0   0.0  0.5  0.5  0.5  SUB  2.353538e+14
1848   0.0   1.0   1.0  0.5  0.5  0.5  SUB  2.353831e+14
2398   1.0   1.0   1.0  0.1  0.1  0.1  SUB  2.448206e+14
1111  -1.0   1.0   0.0  0.1  0.1  0.1  SUB  2.563007e+14
2882   1.0   1.0   1.0  0.1  0.1  0.1  SUB  4.064836e+14
753   -1.0   1.0   0.0  0.1  0.1  0.1  SUB  4.706130e+14
2293  -1.0   1.0   1.0  0.5  0.5  0.5  SUB  4.707752e+14
2858   1.0   1.0   1.0  0.5  0.5  0.5  SUB  4.712548e+14
2864  -1.0   1.0   0.0  0.1  0.1  0.1  SUB  5.113844e+14
3403   0.0   1.0   1.0  0.1  0.1  0.1  SUB  5.349518e+14
2956   0.0   1.0   0.0  0.1  0.1  0.1  SUB  5.517306e+14
401   -1.0   1.0   0.0  0.1  0.1  0.1  SUB  5.678874e+14
370    0.0   1.0   0.0  0.1  0.1  0.1  SUB  6.036499e+14
1349  -1.0   1.0   0.0  0.1  0.1  0.1  SUB  7.091194e+14
878    1.0   1.0   1.0  0.1  0.1  0.1  SUB  7.094391e+14
189    0.0   1.0   0.0  0.1  0.1  0.1  SUB  7.096507e+14
67     1.0   1.0   1.0  0.1  0.1  0.1  SUB  7.373400e+14
1731   0.0   1.0   1.0  0.1  0.1  0.1  SUB  8.947716e+14
2729   1.0   1.0   1.0  0.1  0.1  0.1  SUB  9.046286e+14
2383  -1.0   1.0   0.0  0.1  0.1  0.1  SUB  9.497597e+14
1760   0.0   1.0   0.0  0.1  0.1  0.1  SUB  9.628120e+14
1092  -1.0   1.0   0.0  0.1  0.1  0.1  SUB  9.630574e+14
1989  -1.0   1.0   1.0  0.1  0.1  0.1  SUB  1.055821e+15
556    0.0   1.0   0.0  0.1  0.1  0.1  SUB  1.185674e+15
867    0.0   1.0   0.0  0.1  0.1  0.1  SUB  1.410860e+15
3118   1.0   1.0   1.0  0.1  0.1  0.1  SUB  1.891044e+15
2176   1.0   1.0   1.0  0.1  0.1  0.1  SUB  1.999392e+15
3823   0.0   1.0   1.0  0.1  0.1  0.1  SUB  2.567091e+15
3187   1.0   1.0   1.0  0.5  0.5  0.5  SUB  3.389025e+15
2054   1.0   1.0   1.0  0.1  0.1  0.1  SUB  4.101078e+15
895    0.0   1.0   1.0  0.1  0.1  0.1  SUB  4.101911e+15
2543   1.0   1.0   1.0  0.1  0.1  0.1  SUB  6.749879e+15
1014   1.0   1.0   1.0  0.5  0.5  0.5  SUB  7.093097e+15
       fig   fim   fiw  fsg  fsm  fsg   op          loss
608    1.0   0.0  -1.0  0.1  0.1  0.1  MUL  8.645636e-05
3608  -1.0   1.0  -1.0  0.1  0.1  0.1  MUL  1.042784e-04
542    1.0   0.0  -1.0  0.1  0.1  0.1  MUL  1.119811e-04
422   -1.0   1.0  -1.0  0.1  0.1  0.1  MUL  1.136889e-04
707    1.0   1.0  -1.0  0.1  0.1  0.1  MUL  1.151493e-04
1464   1.0   1.0  -1.0  0.1  0.1  0.1  MUL  1.173769e-04
916    0.0   1.0  -1.0  0.5  0.5  0.5  MUL  1.176986e-04
1865   1.0   1.0  -1.0  0.1  0.1  0.1  MUL  1.193864e-04
1287  -1.0   0.0  -1.0  0.1  0.1  0.1  MUL  1.196226e-04
3498  -1.0  -1.0   0.0  0.5  0.5  0.5  MUL  1.203495e-04
3637   1.0   1.0  -1.0  0.1  0.1  0.1  MUL  1.214885e-04
1705   1.0   1.0   1.0  0.1  0.1  0.1  MUL  1.229898e-04
1253  -1.0   1.0   1.0  0.1  0.1  0.1  MUL  1.230184e-04
4294   0.0  -1.0   1.0  0.1  0.1  0.1  MUL  1.232723e-04
3028  -1.0  -1.0  -1.0  0.1  0.1  0.1  MUL  1.244997e-04
2546   0.0   1.0   1.0  0.1  0.1  0.1  MUL  1.246040e-04
2825   0.0  -1.0  -1.0  0.5  0.5  0.5  MUL  1.246352e-04
313    0.0   1.0  -1.0  0.1  0.1  0.1  MUL  1.250226e-04
2727   0.0  -1.0  -1.0  0.1  0.1  0.1  MUL  1.254087e-04
744   -1.0   0.0   1.0  0.5  0.5  0.5  MUL  1.264409e-04
3955   1.0   0.0   1.0  0.5  0.5  0.5  MUL  1.267242e-04
1713   1.0   1.0  -1.0  0.1  0.1  0.1  MUL  1.270110e-04
2516   0.0   0.0   1.0  0.5  0.5  0.5  MUL  1.275356e-04
1832   0.0   1.0   0.0  0.1  0.1  0.1  MUL  1.277822e-04
1425   1.0   0.0   1.0  0.1  0.1  0.1  MUL  1.281538e-04
1217   0.0   1.0   1.0  0.1  0.1  0.1  MUL  1.286724e-04
1790   1.0   1.0  -1.0  0.1  0.1  0.1  MUL  1.292548e-04
1628  -1.0   1.0  -1.0  0.1  0.1  0.1  MUL  1.294732e-04
842   -1.0  -1.0   1.0  0.1  0.1  0.1  MUL  1.295091e-04
3993   1.0   0.0  -1.0  0.1  0.1  0.1  MUL  1.298449e-04
3552   0.0   1.0   1.0  0.5  0.5  0.5  MUL  1.299700e-04
701    0.0   1.0   0.0  0.1  0.1  0.1  MUL  1.304444e-04
3537  -1.0   1.0  -1.0  0.1  0.1  0.1  MUL  1.306005e-04
3959   1.0   0.0  -1.0  0.1  0.1  0.1  MUL  1.307977e-04
3203  -1.0  -1.0   0.0  0.1  0.1  0.1  MUL  1.313010e-04
533   -1.0   1.0   1.0  0.5  0.5  0.5  MUL  1.313058e-04
583    0.0  -1.0   0.0  0.1  0.1  0.1  MUL  1.317258e-04
1074   0.0   1.0  -1.0  0.1  0.1  0.1  MUL  1.318236e-04
261    0.0   0.0  -1.0  0.5  0.5  0.5  MUL  1.318333e-04
4108   1.0  -1.0   1.0  0.5  0.5  0.5  MUL  1.333672e-04
3932  -1.0   1.0   0.0  0.5  0.5  0.5  MUL  1.338297e-04
2903   1.0   1.0  -1.0  0.1  0.1  0.1  MUL  1.342288e-04
3701  -1.0   0.0   0.0  0.5  0.5  0.5  MUL  1.343761e-04
3337   1.0  -1.0   1.0  0.5  0.5  0.5  MUL  1.344221e-04
649    1.0   1.0  -1.0  0.5  0.5  0.5  MUL  1.345026e-04
2418  -1.0   0.0  -1.0  0.1  0.1  0.1  MUL  1.345291e-04
2330   0.0   1.0  -1.0  0.1  0.1  0.1  MUL  1.348473e-04
516   -1.0  -1.0  -1.0  0.5  0.5  0.5  MUL  1.349835e-04
3694   0.0  -1.0   1.0  0.1  0.1  0.1  MUL  1.350280e-04
4275   0.0   0.0   1.0  0.1  0.1  0.1  MUL  1.357916e-04
829    0.0   0.0  -1.0  0.5  0.5  0.5  MUL  1.367160e-04
1000  -1.0  -1.0   0.0  0.1  0.1  0.1  MUL  1.373128e-04
3098  -1.0  -1.0   0.0  0.5  0.5  0.5  MUL  1.373705e-04
3221   0.0  -1.0   1.0  0.1  0.1  0.1  MUL  1.374334e-04
3888   1.0  -1.0   0.0  0.1  0.1  0.1  MUL  1.375071e-04
471    0.0  -1.0   0.0  0.5  0.5  0.5  MUL  1.376436e-04
1780  -1.0   0.0   1.0  0.1  0.1  0.1  MUL  1.378776e-04
2405   1.0  -1.0  -1.0  0.1  0.1  0.1  MUL  1.379296e-04
3772  -1.0   0.0   1.0  0.1  0.1  0.1  MUL  1.381611e-04
1768   1.0   1.0   1.0  0.5  0.5  0.5  MUL  1.383161e-04
2456   1.0   0.0  -1.0  0.5  0.5  0.5  MUL  1.384463e-04
1029  -1.0  -1.0   1.0  0.1  0.1  0.1  MUL  1.386684e-04
3824   0.0  -1.0   1.0  0.5  0.5  0.5  MUL  1.388219e-04
3730   1.0  -1.0   1.0  0.5  0.5  0.5  MUL  1.388652e-04
1814  -1.0  -1.0   0.0  0.1  0.1  0.1  MUL  1.391141e-04
1718   0.0  -1.0   1.0  0.5  0.5  0.5  MUL  1.396713e-04
1441   1.0  -1.0   0.0  0.5  0.5  0.5  MUL  1.396789e-04
64    -1.0  -1.0   1.0  0.1  0.1  0.1  MUL  1.397613e-04
3898  -1.0   1.0  -1.0  0.1  0.1  0.1  MUL  1.400923e-04
1728  -1.0   1.0   0.0  0.1  0.1  0.1  MUL  1.402295e-04
398    0.0   0.0   0.0  0.1  0.1  0.1  MUL  1.408902e-04
2084  -1.0   1.0   1.0  0.5  0.5  0.5  MUL  1.410290e-04
1087  -1.0   1.0   1.0  0.1  0.1  0.1  MUL  1.412027e-04
4218   0.0   0.0   0.0  0.1  0.1  0.1  MUL  1.412443e-04
1588   0.0  -1.0   1.0  0.5  0.5  0.5  MUL  1.412759e-04
3828   1.0  -1.0   1.0  0.1  0.1  0.1  MUL  1.415528e-04
47     1.0  -1.0   1.0  0.5  0.5  0.5  MUL  1.416411e-04
1501   1.0   0.0   1.0  0.5  0.5  0.5  MUL  1.419442e-04
42    -1.0   0.0   1.0  0.5  0.5  0.5  MUL  1.420031e-04
2556   0.0   1.0   1.0  0.1  0.1  0.1  MUL  1.420312e-04
1427   0.0  -1.0   1.0  0.1  0.1  0.1  MUL  1.420821e-04
3087  -1.0   1.0   1.0  0.1  0.1  0.1  MUL  1.421523e-04
4115   0.0  -1.0   1.0  0.1  0.1  0.1  MUL  1.423715e-04
3803  -1.0  -1.0   0.0  0.5  0.5  0.5  MUL  1.425323e-04
2409   0.0  -1.0   0.0  0.5  0.5  0.5  MUL  1.426650e-04
1903   1.0   1.0   1.0  0.1  0.1  0.1  MUL  1.427701e-04
915    0.0  -1.0   1.0  0.1  0.1  0.1  MUL  1.427920e-04
366    1.0   1.0   1.0  0.5  0.5  0.5  MUL  1.428766e-04
2684   1.0  -1.0   1.0  0.5  0.5  0.5  MUL  1.429530e-04
2855   0.0   0.0   1.0  0.1  0.1  0.1  MUL  1.435633e-04
673    1.0   1.0   1.0  0.1  0.1  0.1  MUL  1.436466e-04
1849   1.0  -1.0   1.0  0.1  0.1  0.1  MUL  1.438828e-04
1489  -1.0  -1.0  -1.0  0.5  0.5  0.5  MUL  1.440727e-04
2150   0.0   0.0   1.0  0.5  0.5  0.5  MUL  1.442633e-04
4135  -1.0  -1.0   1.0  0.5  0.5  0.5  MUL  1.443014e-04
3878   1.0   0.0   1.0  0.1  0.1  0.1  MUL  1.443316e-04
1907   1.0   0.0   1.0  0.1  0.1  0.1  MUL  1.444382e-04
2582   1.0   1.0   0.0  0.5  0.5  0.5  MUL  1.446774e-04
3976   0.0   0.0  -1.0  0.5  0.5  0.5  MUL  1.447303e-04
254   -1.0   0.0   0.0  0.1  0.1  0.1  MUL  1.448566e-04
897    1.0   0.0   1.0  0.1  0.1  0.1  MUL  1.448677e-04
2144   0.0  -1.0  -1.0  0.1  0.1  0.1  MUL  1.450157e-04
120    0.0   0.0   0.0  0.1  0.1  0.1  MUL  1.450552e-04
3630   1.0  -1.0   1.0  0.1  0.1  0.1  MUL  1.450719e-04
1174   0.0   0.0   1.0  0.1  0.1  0.1  MUL  1.451548e-04
1715   1.0   1.0   1.0  0.1  0.1  0.1  MUL  1.451751e-04
1935  -1.0   0.0   0.0  0.1  0.1  0.1  MUL  1.452504e-04
1346  -1.0   0.0  -1.0  0.1  0.1  0.1  MUL  1.453123e-04
2044  -1.0   0.0   0.0  0.1  0.1  0.1  MUL  1.453274e-04
1802  -1.0   1.0   0.0  0.1  0.1  0.1  MUL  1.453681e-04
2507   0.0   1.0   0.0  0.1  0.1  0.1  MUL  1.455032e-04
1309   1.0   0.0   1.0  0.5  0.5  0.5  MUL  1.455236e-04
2158  -1.0  -1.0  -1.0  0.5  0.5  0.5  MUL  1.456575e-04
957   -1.0   0.0   1.0  0.5  0.5  0.5  MUL  1.458728e-04
2193  -1.0  -1.0  -1.0  0.1  0.1  0.1  MUL  1.459809e-04
976   -1.0  -1.0   0.0  0.1  0.1  0.1  MUL  1.459905e-04
4041   0.0   0.0   1.0  0.5  0.5  0.5  MUL  1.460591e-04
86    -1.0   0.0   0.0  0.5  0.5  0.5  MUL  1.462428e-04
573   -1.0   1.0   0.0  0.1  0.1  0.1  MUL  1.464429e-04
4305   0.0  -1.0  -1.0  0.1  0.1  0.1  MUL  1.465336e-04
1057   0.0   0.0   1.0  0.1  0.1  0.1  MUL  1.466365e-04
2235   0.0  -1.0   1.0  0.5  0.5  0.5  MUL  1.471205e-04
134   -1.0  -1.0   1.0  0.1  0.1  0.1  MUL  1.471839e-04
552   -1.0  -1.0  -1.0  0.1  0.1  0.1  MUL  1.472606e-04
2757  -1.0   0.0   1.0  0.1  0.1  0.1  MUL  1.473275e-04
2157  -1.0  -1.0   1.0  0.5  0.5  0.5  MUL  1.479424e-04
2340   0.0   1.0   0.0  0.1  0.1  0.1  MUL  1.481502e-04
1898  -1.0  -1.0   0.0  0.5  0.5  0.5  MUL  1.483946e-04
762   -1.0  -1.0   0.0  0.5  0.5  0.5  MUL  1.484537e-04
2048  -1.0   1.0   1.0  0.5  0.5  0.5  MUL  1.484599e-04
1237   0.0   0.0   1.0  0.5  0.5  0.5  MUL  1.488220e-04
714   -1.0   1.0  -1.0  0.1  0.1  0.1  MUL  1.489221e-04
1727  -1.0   1.0   1.0  0.1  0.1  0.1  MUL  1.490919e-04
1113   1.0   0.0   1.0  0.5  0.5  0.5  MUL  1.490981e-04
3847   1.0   1.0  -1.0  0.1  0.1  0.1  MUL  1.491347e-04
3887   0.0  -1.0   1.0  0.5  0.5  0.5  MUL  1.491561e-04
59    -1.0  -1.0   1.0  0.1  0.1  0.1  MUL  1.492330e-04
1681   0.0   0.0   0.0  0.5  0.5  0.5  MUL  1.493176e-04
2948  -1.0  -1.0   1.0  0.1  0.1  0.1  MUL  1.493221e-04
4030   0.0  -1.0   0.0  0.1  0.1  0.1  MUL  1.495027e-04
3913   1.0   0.0   1.0  0.5  0.5  0.5  MUL  1.496167e-04
887   -1.0   1.0   1.0  0.1  0.1  0.1  MUL  1.496662e-04
1196  -1.0  -1.0  -1.0  0.5  0.5  0.5  MUL  1.496750e-04
3128  -1.0  -1.0   0.0  0.5  0.5  0.5  MUL  1.496841e-04
2495   1.0  -1.0   0.0  0.1  0.1  0.1  MUL  1.499512e-04
2749  -1.0  -1.0   0.0  0.1  0.1  0.1  MUL  1.501829e-04
660    0.0   0.0  -1.0  0.5  0.5  0.5  MUL  1.502415e-04
3851   0.0   0.0   0.0  0.5  0.5  0.5  MUL  1.503148e-04
3675   1.0   1.0   1.0  0.1  0.1  0.1  MUL  1.503212e-04
3375   1.0  -1.0   0.0  0.1  0.1  0.1  MUL  1.505460e-04
1009  -1.0   1.0  -1.0  0.1  0.1  0.1  MUL  1.505589e-04
2614   0.0   1.0   0.0  0.1  0.1  0.1  MUL  1.507910e-04
3141   1.0   1.0   0.0  0.1  0.1  0.1  MUL  1.516571e-04
3335   1.0   1.0   1.0  0.5  0.5  0.5  MUL  1.518068e-04
132    0.0   1.0   1.0  0.5  0.5  0.5  MUL  1.523362e-04
891   -1.0   0.0   1.0  0.5  0.5  0.5  MUL  1.523484e-04
4008   1.0  -1.0   1.0  0.1  0.1  0.1  MUL  1.525311e-04
3886  -1.0   0.0   1.0  0.1  0.1  0.1  MUL  1.527828e-04
502    0.0   1.0   1.0  0.1  0.1  0.1  MUL  1.527914e-04
140    0.0   0.0   1.0  0.5  0.5  0.5  MUL  1.530449e-04
463    1.0   1.0   1.0  0.1  0.1  0.1  MUL  1.532286e-04
706    0.0  -1.0  -1.0  0.1  0.1  0.1  MUL  1.532854e-04
2288  -1.0   1.0   0.0  0.1  0.1  0.1  MUL  1.535593e-04
905    1.0   0.0   0.0  0.1  0.1  0.1  MUL  1.535914e-04
3998  -1.0  -1.0  -1.0  0.1  0.1  0.1  MUL  1.535971e-04
14     1.0   0.0   0.0  0.5  0.5  0.5  MUL  1.536632e-04
1472  -1.0  -1.0  -1.0  0.1  0.1  0.1  MUL  1.536728e-04
256   -1.0  -1.0   1.0  0.5  0.5  0.5  MUL  1.537790e-04
3244  -1.0  -1.0   1.0  0.5  0.5  0.5  MUL  1.538276e-04
1981  -1.0  -1.0   1.0  0.5  0.5  0.5  MUL  1.540716e-04
1169   1.0  -1.0   0.0  0.1  0.1  0.1  MUL  1.545377e-04
4072   0.0   0.0   0.0  0.1  0.1  0.1  MUL  1.546642e-04
3564  -1.0   0.0   0.0  0.1  0.1  0.1  MUL  1.547045e-04
3757   0.0   0.0   1.0  0.5  0.5  0.5  MUL  1.547715e-04
1469   0.0   1.0   1.0  0.1  0.1  0.1  MUL  1.548042e-04
3917   1.0  -1.0   1.0  0.5  0.5  0.5  MUL  1.548352e-04
1477   0.0  -1.0   0.0  0.1  0.1  0.1  MUL  1.548462e-04
3232   1.0   0.0   1.0  0.1  0.1  0.1  MUL  1.550578e-04
3489   0.0   0.0   1.0  0.5  0.5  0.5  MUL  1.554302e-04
2785   0.0  -1.0   0.0  0.5  0.5  0.5  MUL  1.554543e-04
4110   0.0   0.0   0.0  0.5  0.5  0.5  MUL  1.554941e-04
4113   1.0  -1.0  -1.0  0.1  0.1  0.1  MUL  1.556259e-04
1387  -1.0   0.0  -1.0  0.1  0.1  0.1  MUL  1.558878e-04
206   -1.0  -1.0   1.0  0.1  0.1  0.1  MUL  1.559430e-04
439   -1.0   1.0   1.0  0.5  0.5  0.5  MUL  1.559437e-04
3172  -1.0   1.0   1.0  0.5  0.5  0.5  MUL  1.559709e-04
1145   0.0   0.0   1.0  0.5  0.5  0.5  MUL  1.560030e-04
3870   0.0   0.0  -1.0  0.5  0.5  0.5  MUL  1.561193e-04
2598   0.0   0.0   1.0  0.5  0.5  0.5  MUL  1.565253e-04
3831   0.0   1.0   1.0  0.5  0.5  0.5  MUL  1.566700e-04
329   -1.0   0.0  -1.0  0.5  0.5  0.5  MUL  1.567929e-04
3948   1.0   1.0   0.0  0.1  0.1  0.1  MUL  1.568587e-04
571   -1.0   0.0   0.0  0.5  0.5  0.5  MUL  1.568643e-04
4164   0.0   0.0   0.0  0.5  0.5  0.5  MUL  1.570941e-04
1152   1.0  -1.0  -1.0  0.1  0.1  0.1  MUL  1.576281e-04
2249  -1.0   0.0   1.0  0.5  0.5  0.5  MUL  1.576525e-04
1127   0.0   1.0   1.0  0.1  0.1  0.1  MUL  1.576981e-04
1479   0.0   0.0   1.0  0.5  0.5  0.5  MUL  1.577838e-04
2969   1.0   1.0   1.0  0.1  0.1  0.1  MUL  1.582102e-04
3067   0.0   1.0   0.0  0.5  0.5  0.5  MUL  1.582500e-04
3816  -1.0   0.0   0.0  0.1  0.1  0.1  MUL  1.583174e-04
1759   0.0  -1.0   0.0  0.1  0.1  0.1  MUL  1.583257e-04
602    0.0   0.0   0.0  0.1  0.1  0.1  MUL  1.583419e-04
262    0.0   1.0   1.0  0.5  0.5  0.5  MUL  1.583800e-04
2651   0.0   1.0   1.0  0.1  0.1  0.1  MUL  1.583833e-04
725    0.0   0.0   0.0  0.5  0.5  0.5  MUL  1.584666e-04
1585   0.0  -1.0   0.0  0.1  0.1  0.1  MUL  1.585043e-04
4161  -1.0   1.0   0.0  0.1  0.1  0.1  MUL  1.586213e-04
408   -1.0   0.0   0.0  0.5  0.5  0.5  MUL  1.589302e-04
870   -1.0   0.0   0.0  0.5  0.5  0.5  MUL  1.589453e-04
2698   0.0   1.0   0.0  0.1  0.1  0.1  MUL  1.590318e-04
2685  -1.0  -1.0  -1.0  0.1  0.1  0.1  MUL  1.592181e-04
3476   0.0  -1.0   1.0  0.5  0.5  0.5  MUL  1.592480e-04
3970   0.0   0.0   0.0  0.5  0.5  0.5  MUL  1.592833e-04
3949  -1.0   0.0   1.0  0.5  0.5  0.5  MUL  1.595175e-04
622   -1.0   1.0   1.0  0.5  0.5  0.5  MUL  1.595573e-04
2736   0.0   0.0   0.0  0.1  0.1  0.1  MUL  1.596961e-04
1797   1.0  -1.0   0.0  0.5  0.5  0.5  MUL  1.599224e-04
2708   1.0   0.0   1.0  0.5  0.5  0.5  MUL  1.602035e-04
2806  -1.0   1.0   0.0  0.1  0.1  0.1  MUL  1.603079e-04
4025  -1.0   1.0   0.0  0.1  0.1  0.1  MUL  1.603997e-04
2159  -1.0  -1.0   0.0  0.1  0.1  0.1  MUL  1.605356e-04
1351   0.0  -1.0  -1.0  0.1  0.1  0.1  MUL  1.605881e-04
2818  -1.0  -1.0   0.0  0.5  0.5  0.5  MUL  1.606374e-04
2212   0.0   1.0   0.0  0.1  0.1  0.1  MUL  1.608417e-04
3251   1.0  -1.0   0.0  0.5  0.5  0.5  MUL  1.608835e-04
3914   0.0  -1.0  -1.0  0.1  0.1  0.1  MUL  1.609558e-04
2846   0.0  -1.0   0.0  0.5  0.5  0.5  MUL  1.609934e-04
3650   1.0  -1.0   1.0  0.5  0.5  0.5  MUL  1.609991e-04
3614  -1.0   0.0   0.0  0.5  0.5  0.5  MUL  1.610014e-04
382   -1.0   0.0   0.0  0.5  0.5  0.5  MUL  1.612880e-04
3841   1.0   1.0   1.0  0.1  0.1  0.1  MUL  1.612932e-04
2802  -1.0   1.0   1.0  0.5  0.5  0.5  MUL  1.613505e-04
750    1.0   1.0   1.0  0.1  0.1  0.1  MUL  1.614451e-04
51     1.0   1.0  -1.0  0.1  0.1  0.1  MUL  1.615071e-04
1958   1.0   0.0   1.0  0.1  0.1  0.1  MUL  1.616789e-04
432   -1.0   0.0   0.0  0.1  0.1  0.1  MUL  1.617042e-04
3229   0.0  -1.0   1.0  0.5  0.5  0.5  MUL  1.617133e-04
3266   0.0   1.0   1.0  0.5  0.5  0.5  MUL  1.617723e-04
2861  -1.0   1.0   0.0  0.1  0.1  0.1  MUL  1.621020e-04
898    1.0   1.0   1.0  0.5  0.5  0.5  MUL  1.621146e-04
752   -1.0   0.0   1.0  0.1  0.1  0.1  MUL  1.621360e-04
506   -1.0   1.0   1.0  0.1  0.1  0.1  MUL  1.621535e-04
2928  -1.0   1.0   0.0  0.5  0.5  0.5  MUL  1.622344e-04
1039  -1.0   1.0   0.0  0.5  0.5  0.5  MUL  1.628448e-04
3368   1.0   1.0   1.0  0.5  0.5  0.5  MUL  1.629823e-04
726   -1.0   1.0   1.0  0.1  0.1  0.1  MUL  1.630409e-04
1912   1.0   1.0   1.0  0.1  0.1  0.1  MUL  1.631715e-04
395   -1.0   0.0   1.0  0.1  0.1  0.1  MUL  1.636563e-04
1313  -1.0  -1.0   0.0  0.5  0.5  0.5  MUL  1.638631e-04
3047   0.0  -1.0   0.0  0.5  0.5  0.5  MUL  1.638840e-04
1077   0.0  -1.0   1.0  0.1  0.1  0.1  MUL  1.639852e-04
617   -1.0  -1.0   1.0  0.1  0.1  0.1  MUL  1.641381e-04
400   -1.0  -1.0   0.0  0.1  0.1  0.1  MUL  1.644531e-04
2245  -1.0   1.0   1.0  0.5  0.5  0.5  MUL  1.650496e-04
2702   0.0  -1.0   1.0  0.5  0.5  0.5  MUL  1.651727e-04
2096   1.0  -1.0   1.0  0.1  0.1  0.1  MUL  1.651879e-04
3443   0.0  -1.0   0.0  0.1  0.1  0.1  MUL  1.653791e-04
43    -1.0   1.0  -1.0  0.1  0.1  0.1  MUL  1.655225e-04
731    1.0   0.0   0.0  0.1  0.1  0.1  MUL  1.656315e-04
1769  -1.0   0.0   0.0  0.5  0.5  0.5  MUL  1.656561e-04
1327  -1.0  -1.0   1.0  0.1  0.1  0.1  MUL  1.658836e-04
2291   1.0   0.0   1.0  0.5  0.5  0.5  MUL  1.660680e-04
1839  -1.0  -1.0   0.0  0.1  0.1  0.1  MUL  1.661943e-04
3795  -1.0   0.0   0.0  0.1  0.1  0.1  MUL  1.666219e-04
3655  -1.0   0.0   0.0  0.5  0.5  0.5  MUL  1.667437e-04
3150  -1.0  -1.0  -1.0  0.1  0.1  0.1  MUL  1.667652e-04
2462   1.0  -1.0   1.0  0.1  0.1  0.1  MUL  1.667980e-04
4304   0.0   0.0   0.0  0.5  0.5  0.5  MUL  1.668054e-04
3450   1.0  -1.0   0.0  0.1  0.1  0.1  MUL  1.670753e-04
488   -1.0  -1.0   0.0  0.5  0.5  0.5  MUL  1.673971e-04
2506   1.0   0.0   0.0  0.1  0.1  0.1  MUL  1.675747e-04
1855  -1.0  -1.0   1.0  0.5  0.5  0.5  MUL  1.676398e-04
226   -1.0   0.0   1.0  0.1  0.1  0.1  MUL  1.676857e-04
3077  -1.0   1.0   1.0  0.5  0.5  0.5  MUL  1.677490e-04
518    0.0   0.0   1.0  0.1  0.1  0.1  MUL  1.678051e-04
2496  -1.0  -1.0   1.0  0.1  0.1  0.1  MUL  1.678072e-04
1133   1.0  -1.0   1.0  0.5  0.5  0.5  MUL  1.679081e-04
3202   1.0  -1.0   1.0  0.5  0.5  0.5  MUL  1.681348e-04
3215   0.0   0.0   1.0  0.1  0.1  0.1  MUL  1.683806e-04
494   -1.0   1.0   1.0  0.1  0.1  0.1  MUL  1.685146e-04
606    0.0  -1.0   1.0  0.1  0.1  0.1  MUL  1.685435e-04
168    1.0   0.0   1.0  0.1  0.1  0.1  MUL  1.687520e-04
326    0.0   0.0  -1.0  0.1  0.1  0.1  MUL  1.690218e-04
4187   0.0   1.0   0.0  0.1  0.1  0.1  MUL  1.694157e-04
3040   0.0  -1.0  -1.0  0.1  0.1  0.1  MUL  1.701869e-04
3199  -1.0   0.0   0.0  0.5  0.5  0.5  MUL  1.703151e-04
967   -1.0   0.0   0.0  0.1  0.1  0.1  MUL  1.713492e-04
3195   1.0   0.0   1.0  0.1  0.1  0.1  MUL  1.716741e-04
1950  -1.0   1.0   0.0  0.1  0.1  0.1  MUL  1.720315e-04
1813  -1.0   1.0   1.0  0.5  0.5  0.5  MUL  1.720502e-04
2289  -1.0  -1.0   1.0  0.1  0.1  0.1  MUL  1.723427e-04
2301   0.0  -1.0   1.0  0.5  0.5  0.5  MUL  1.726701e-04
2758   0.0  -1.0   0.0  0.1  0.1  0.1  MUL  1.729517e-04
363   -1.0   0.0   1.0  0.5  0.5  0.5  MUL  1.734105e-04
2733  -1.0  -1.0   0.0  0.1  0.1  0.1  MUL  1.738000e-04
2113  -1.0   1.0   0.0  0.1  0.1  0.1  MUL  1.739589e-04
1970  -1.0  -1.0  -1.0  0.5  0.5  0.5  MUL  1.739614e-04
2776  -1.0   1.0   1.0  0.1  0.1  0.1  MUL  1.740212e-04
4147   0.0   0.0   1.0  0.5  0.5  0.5  MUL  1.741925e-04
310   -1.0  -1.0  -1.0  0.5  0.5  0.5  MUL  1.742819e-04
2671   0.0   0.0   1.0  0.1  0.1  0.1  MUL  1.742987e-04
628    1.0   0.0   0.0  0.1  0.1  0.1  MUL  1.747682e-04
3313   1.0   0.0   1.0  0.5  0.5  0.5  MUL  1.750322e-04
2183   1.0  -1.0  -1.0  0.1  0.1  0.1  MUL  1.752175e-04
377   -1.0   0.0   0.0  0.1  0.1  0.1  MUL  1.753666e-04
3811  -1.0   0.0   0.0  0.1  0.1  0.1  MUL  1.763554e-04
1445   1.0  -1.0   1.0  0.5  0.5  0.5  MUL  1.766093e-04
696    0.0   1.0   0.0  0.1  0.1  0.1  MUL  1.766230e-04
512   -1.0   0.0   1.0  0.1  0.1  0.1  MUL  1.766299e-04
902    1.0   1.0   1.0  0.5  0.5  0.5  MUL  1.768347e-04
4004   1.0  -1.0   0.0  0.1  0.1  0.1  MUL  1.768422e-04
476   -1.0   1.0   0.0  0.1  0.1  0.1  MUL  1.778771e-04
