,epoch,steps,name,nalu,dist,param,extp,seed,op,trainloss,loss,reinits,exp
196,99,64000,nalu_simple_func,nalu__paperv,uniform,"(-3, 3)","(-5, -3)",103,div,1.22979E+04,1.25887E+06,5,int
197,99,64000,nalu_simple_func,nalui1,normal,"(-3, 3)","(3, 4)",106,add,4.67907E-13,5.47462E-13,0,int
198,99,64000,nalu_simple_func,nalui2,normal,"(-3, 3)","(3, 4)",100,mul,6.31137E-11,4.58462E-11,0,int
199,99,64000,nalu_simple_func,nalui1,normal,"(-3, 3)","(3, 4)",105,mul,3.54061E-11,3.64928E-11,0,int
200,99,64000,nalu_simple_func,nalui2,uniform,"(-3, 3)","(-5, -3)",103,mul,6.52069E-10,5.55862E-10,0,int
201,99,64000,nalu_simple_func,nalu__paperv,uniform,"(-3, 3)","(-5, -3)",103,mul,1.44846E+04,8.24298E+05,9,int
202,99,64000,nalu_simple_func,nalu__paperm,uniform,"(-3, 3)","(-5, -3)",101,sub,2.76217E+02,2.36673E+02,5,int
203,99,64000,nalu_simple_func,nalui1,uniform,"(-3, 3)","(-5, -3)",100,mul,4.10307E-10,5.88144E-10,0,int
204,99,64000,nalu_simple_func,nalui1,normal,"(-3, 3)","(3, 4)",104,add,6.37579E-13,6.36100E-13,0,int
205,99,64000,nalu_simple_func,nalu__paperv,normal,"(-3, 3)","(3, 4)",108,mul,8.08284E+02,9.76251E+02,3,int
206,99,64000,nalu_simple_func,nalu__paperm,normal,"(-3, 3)","(3, 4)",108,add,2.55908E+00,1.75792E+00,1,int
207,99,64000,nalu_simple_func,nalui2,uniform,"(-3, 3)","(-5, -3)",103,sub,1.65962E-12,1.49333E-12,0,int
208,99,64000,nalu_simple_func,nalu__paperm,uniform,"(-3, 3)","(-5, -3)",107,mul,8.93727E+03,2.47344E+10,9,int
209,99,64000,nalu_simple_func,nalu__paperm,normal,"(-3, 3)","(3, 4)",100,div,5.78112E+03,2.68683E+06,1,int
210,99,64000,nalu_simple_func,nalu__paperv,normal,"(-3, 3)","(3, 4)",107,sub,4.28226E+01,5.41639E+01,1,int
211,99,64000,nalu_simple_func,nalu__paperm,normal,"(-3, 3)","(3, 4)",107,mul,1.19940E+03,9.51825E+02,4,int
212,99,64000,nalu_simple_func,nalui2,normal,"(-3, 3)","(3, 4)",107,mul,5.52394E-11,3.96077E-11,0,int
213,99,64000,nalu_simple_func,nalui2,uniform,"(-3, 3)","(-5, -3)",101,div,5.04078E+01,6.73060E+04,9,int
214,99,64000,nalu_simple_func,nalui2,normal,"(-3, 3)","(3, 4)",101,add,7.98361E-13,5.25896E-13,0,int
215,99,64000,nalu_simple_func,nalui1,normal,"(-3, 3)","(3, 4)",104,mul,5.33507E-11,5.93534E-11,0,int
216,99,64000,nalu_simple_func,nalui1,normal,"(-3, 3)","(3, 4)",107,sub,8.75377E-04,1.01271E-03,2,int
217,99,64000,nalu_simple_func,nalu__paperv,uniform,"(-3, 3)","(-5, -3)",106,div,4.77829E+01,1.94634E+05,6,int
218,99,64000,nalu_simple_func,nalui1,uniform,"(-3, 3)","(-5, -3)",104,sub,1.57487E-12,1.62145E-12,0,int
219,99,64000,nalu_simple_func,nalui1,normal,"(-3, 3)","(3, 4)",100,sub,4.33720E-03,4.23348E-03,1,int
220,99,64000,nalu_simple_func,nalui2,uniform,"(-3, 3)","(-5, -3)",103,div,3.83799E+02,1.13870E+06,9,int
221,99,64000,nalu_simple_func,nalui1,uniform,"(-3, 3)","(-5, -3)",101,sub,2.16216E-12,1.82968E-12,0,int
222,99,64000,nalu_simple_func,nalu__paperm,uniform,"(-3, 3)","(-5, -3)",108,add,2.02815E+02,1.76243E+09,3,int
223,99,64000,nalu_simple_func,nalui2,uniform,"(-3, 3)","(-5, -3)",106,add,2.15779E-12,1.68503E-12,0,int
224,99,64000,nalu_simple_func,nalu__paperm,uniform,"(-3, 3)","(-5, -3)",106,sub,2.20509E+02,9.22577E+09,9,int
225,99,64000,nalu_simple_func,nalui2,normal,"(-3, 3)","(3, 4)",109,div,1.08819E+03,1.32674E+06,9,int
226,99,64000,nalu_simple_func,nalui1,uniform,"(-3, 3)","(-5, -3)",100,div,1.44133E+01,7.60991E+04,9,int
227,99,64000,nalu_simple_func,nalu__paperv,uniform,"(-3, 3)","(-5, -3)",108,sub,1.63105E+02,3.60461E+14,7,int
228,99,64000,nalu_simple_func,nalui1,uniform,"(-3, 3)","(-5, -3)",100,sub,1.88838E-12,1.70815E-12,0,int
229,99,64000,nalu_simple_func,nalu__paperv,normal,"(-3, 3)","(3, 4)",102,mul,1.18511E+03,7.46286E+02,1,int
230,99,64000,nalu_simple_func,nalui1,uniform,"(-3, 3)","(-5, -3)",104,add,2.41266E-12,1.81297E-12,0,int
231,99,64000,nalu_simple_func,nalu__paperm,uniform,"(-3, 3)","(-5, -3)",104,sub,3.35789E+02,2.00965E+03,7,int
232,99,64000,nalu_simple_func,nalu__paperm,normal,"(-3, 3)","(3, 4)",109,sub,2.20380E+01,3.20222E+07,8,int
233,99,64000,nalu_simple_func,nalui2,uniform,"(-3, 3)","(-5, -3)",108,div,2.21631E+02,3.23062E+05,9,int
234,99,64000,nalu_simple_func,nalu__paperm,uniform,"(-3, 3)","(-5, -3)",103,sub,2.78355E+02,6.77838E+08,9,int
235,99,64000,nalu_simple_func,nalui1,uniform,"(-3, 3)","(-5, -3)",105,sub,1.83634E-12,2.18051E-12,0,int
236,99,64000,nalu_simple_func,nalu__paperm,uniform,"(-3, 3)","(-5, -3)",103,mul,7.36281E+03,1.08851E+11,9,int
237,99,64000,nalu_simple_func,nalu__paperv,uniform,"(-3, 3)","(-5, -3)",100,mul,5.14374E+03,1.09927E+06,9,int
238,99,64000,nalu_simple_func,nalu__paperv,uniform,"(-3, 3)","(-5, -3)",105,sub,1.57582E+02,2.07176E+02,7,int
239,99,64000,nalu_simple_func,nalui1,normal,"(-3, 3)","(3, 4)",109,mul,4.36408E-11,3.63780E-11,0,int
240,99,64000,nalu_simple_func,nalui1,normal,"(-3, 3)","(3, 4)",104,div,4.64836E+01,1.13718E+06,9,int
241,99,64000,nalu_simple_func,nalui2,uniform,"(-3, 3)","(-5, -3)",101,add,1.54202E-12,1.51549E-12,0,int
242,99,64000,nalu_simple_func,nalu__paperm,uniform,"(-3, 3)","(-5, -3)",103,div,2.24476E+01,1.10720E+04,9,int
243,99,64000,nalu_simple_func,nalu__paperm,uniform,"(-3, 3)","(-5, -3)",108,sub,1.85310E+02,4.24933E+04,6,int
244,99,64000,nalu_simple_func,nalui1,normal,"(-3, 3)","(3, 4)",101,mul,1.16322E-10,5.25224E-11,0,int
245,99,64000,nalu_simple_func,nalui1,uniform,"(-3, 3)","(-5, -3)",107,div,2.19902E+02,1.54605E+05,9,int
246,99,64000,nalu_simple_func,nalui2,normal,"(-3, 3)","(3, 4)",104,div,3.83114E+01,2.06593E+05,9,int
247,99,64000,nalu_simple_func,nalui1,uniform,"(-3, 3)","(-5, -3)",109,add,1.44451E-12,1.82039E-12,0,int
